Ticker,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Float,Short Ratio,Avg Volume,Price,Change %,Volume,datetime
PPCM,69280000.0,12350000.0,12350000.0,,,0.1406,,0.39%,1.08,44360.0,5.61,-1.06%,19870.0,2026-08-14 22:04:43
RRNTX,68940000.0,85540000.0,78960000.0,0.07690000000000001,0.0111,0.25739999999999996,0.0347,1.11%,1.75,499580.0,0.81,2.35%,211022.0,2026-08-14 22:04:43
NNCTY,68750000.0,15010000.0,14380000.0,0.042300000000000004,0.0,0.0026,0.517,1.04%,1.45,103430.0,4.58,7.76%,243295.0,2026-08-14 22:04:43
SSFWL,68580000.0,82500000.0,13540000.0,0.8359000000000001,0.0,0.0008,0.172,0.31%,1.6,26440.0,0.83,-6.14%,5942.0,2026-08-14 22:04:43
CCING,68560000.0,13890000.0,11070000.0,0.17850000000000002,0.042199999999999994,0.1092,0.2921,14.18%,3.49,450080.0,5.09,2.00%,207631.0,2026-08-14 22:04:43
AAURE,68510000.0,15250000.0,10910000.0,0.7182,0.0,0.1277,-0.0062,0.19%,0.39,52710.0,1.77,2.61%,3047.0,2026-08-14 22:04:43
DDMA,68480000.0,8960000.0,8960000.0,,,0.6178,,0.05%,0.22,21970.0,7.64,-1.29%,51005.0,2026-08-14 22:04:43
HHOUR,68420000.0,35190000.0,1740000.0,0.9505,0.0,0.0018,-0.2965,1.55%,0.51,53060.0,1.94,-1.32%,7475.0,2026-08-14 22:04:43
PPGZ,68310000.0,6690000.0,6660000.0,0.0003,4.6682999999999995,0.2548,,0.42%,1.35,20470.0,10.2,0.05%,18764.0,2026-08-14 22:04:43
MMYO,68130000.0,39530000.0,36060000.0,0.08960000000000001,0.12029999999999999,0.31579999999999997,-0.0371,5.12%,2.18,846580.0,1.72,17.81%,1431599.0,2026-08-14 22:04:43
RRIBB,67960000.0,6260000.0,4530000.0,0.2772,0.0,0.44189999999999996,,0.04%,0.54,3680.0,10.85,0.28%,11.0,2026-08-14 22:04:43
UUEIC,67910000.0,12900000.0,10110000.0,0.21559999999999999,-0.069,0.5317000000000001,-0.0462,1.24%,2.55,49160.0,5.27,1.93%,136602.0,2026-08-14 22:04:43
CCATO,67860000.0,18200000.0,15060000.0,0.24530000000000002,0.0,0.3068,-0.0040999999999999995,2.69%,4.4,92090.0,3.4,1.80%,17178.0,2026-08-14 22:04:43
GGEG,67730000.0,29920000.0,21240000.0,0.32280000000000003,0.0,0.43450000000000005,-0.0338,0.92%,20.66,9490.0,2.16,0.47%,2613.0,2026-08-14 22:04:43
DDLHC,67530000.0,14490000.0,12470000.0,0.1399,0.12539999999999998,0.7019,0.0039000000000000003,0.61%,1.43,53560.0,4.66,-1.58%,6130.0,2026-08-14 22:04:43
SSPCB,67510000.0,6280000.0,5820000.0,0.0732,0.0,0.1066,0.013500000000000002,1.87%,1.3,84150.0,10.75,-4.02%,77334.0,2026-08-14 22:04:43
AAISP,67500000.0,34440000.0,24530000.0,0.2878,0.0040999999999999995,0.1378,0.0483,13.47%,5.62,587660.0,1.96,1.03%,253889.0,2026-08-14 22:04:43
MMYPS,67470000.0,109240000.0,90570000.0,0.2943,-0.0013,0.2841,-0.016,0.34%,0.34,886000.0,0.53,-4.70%,651582.0,2026-08-14 22:04:43
WWNW,67400000.0,26330000.0,26200000.0,0.0051,-0.042699999999999995,0.0004,0.0049,0.11%,0.02,1500000.0,2.56,-1.92%,51549.0,2026-08-14 22:04:43
TTENX,67370000.0,37420000.0,33940000.0,0.09300000000000001,0.0,0.6535,0.5977,7.53%,0.83,3080000.0,1.8,-1.64%,5775019.0,2026-08-14 22:04:43
JJRSH,67310000.0,12700000.0,6360000.0,0.4993,-0.0001,0.0974,0.046799999999999994,0.99%,0.08,780330.0,5.3,-0.56%,86808.0,2026-08-14 22:04:43
PPMVP,67200000.0,53330000.0,48900000.0,0.0832,0.0,0.6211,-0.0512,4.86%,7.33,324520.0,1.26,3.70%,189816.0,2026-08-14 22:04:43
SSORA,67130000.0,24860000.0,4860000.0,0.8044,0.0,0.0014000000000000002,-0.0197,0.36%,0.29,59080.0,2.7,-5.59%,1648250.0,2026-08-14 22:04:43
GGCL,67099999.99999999,121950000.0,22390000.0,0.8251000000000001,0.0,0.0038,0.0025,0.37%,0.03,2990000.0,0.52,8.64%,488178.0,2026-08-14 22:04:43
SSTI,67080000.0,8510000.0,3560000.0,0.5818,-0.0989,0.0146,-0.455,5.20%,0.06,2860000.0,7.88,3.55%,119365.0,2026-08-14 22:04:43
OODYS,66890000.0,16810000.0,8870000.0,0.47200000000000003,0.0,0.2274,-0.0029,0.25%,0.45,49180.0,3.98,-2.21%,17704.0,2026-08-14 22:04:43
FFEAM,66830000.0,41510000.0,20860000.0,0.4976,0.0,0.17670000000000002,0.07339999999999999,0.69%,0.29,503950.0,1.61,-0.62%,524528.0,2026-08-14 22:04:43
SSOWG,66790000.00000001,20120000.0,14690000.0,0.27,0.0,0.013500000000000002,0.04,1.18%,2.13,81330.0,3.32,6.75%,8191.0,2026-08-14 22:04:43
TTEAD,66750000.0,98070000.0,29110000.0,0.7031999999999999,0.0022,0.1328,0.0462,10.98%,11.02,289970.0,0.68,4.92%,185341.0,2026-08-14 22:04:43
DDIT,66370000.00000001,980000.0,250000.0,0.7443000000000001,0.0,0.10769999999999999,-0.0016,0.38%,0.34,2800.0,68.0,0.00%,152.0,2026-08-14 22:04:43
GGOAI,66330000.0,39250000.0,15420000.0,0.6072,0.0,0.0108,0.8348,1.45%,0.74,301720.0,1.69,0.60%,29711.0,2026-08-14 22:04:43
IIMA,66290000.00000001,11280000.0,7370000.0,0.35100000000000003,-0.0008,0.31129999999999997,0.0045000000000000005,5.22%,30.01,12810.0,5.84,-0.51%,3286.0,2026-08-14 22:04:43
PPLRX,66260000.00000001,61920000.0,57320000.0,0.07429999999999999,0.0,0.7824,0.0174,4.90%,5.29,530700.0,1.07,-0.93%,205026.0,2026-08-14 22:04:43
HHYFT,66250000.0,46710000.0,42680000.0,0.0917,0.0,0.1007,0.0073,2.18%,2.54,366260.0,1.41,1.44%,98397.0,2026-08-14 22:04:43
VVLT,65959999.99999999,6510000.0,6510000.0,,,0.1047,,0.10%,0.33,20380.0,10.13,0.10%,9095.0,2026-08-14 22:04:43
DDCGO,65920000.0,98780000.0,92340000.0,0.0652,0.0,0.3754,-0.027000000000000003,2.64%,3.18,766500.0,0.67,2.17%,232155.0,2026-08-14 22:04:43
HHIT,65870000.00000001,53860000.0,20300000.0,0.6901999999999999,0.0,0.0416,0.1063,3.52%,4.17,171330.0,1.0,-5.19%,302906.0,2026-08-14 22:04:43
DDOMH,65700000.0,24240000.0,9750000.0,0.5979,0.0,0.0684,-0.0053,7.66%,4.53,164670.0,2.71,-6.55%,409002.0,2026-08-14 22:04:43
KKAZR,65290000.00000001,30230000.0,27460000.0,0.0916,0.0,0.059699999999999996,,2.44%,3.46,193980.0,2.16,8.82%,171503.0,2026-08-14 22:04:43
WWYHG,65160000.0,12580000.0,,,,0.0070999999999999995,4.7291,-,0.06,1480000.0,5.18,-5.30%,144384.0,2026-08-14 22:04:43
PPCLA,64959999.99999999,34620000.0,9480000.0,0.0139,0.0,0.0002,-0.003,4.53%,0.25,1750000.0,6.76,6.62%,265487.0,2026-08-14 22:04:43
AANPA,64780000.0,12500000.0,4390000.0,0.7092,0.0,0.0043,,0.66%,1.96,14720.0,4.29,5.67%,18120.0,2026-08-14 22:04:43
MMNOV,64480000.00000001,49220000.0,46700000.0,0.0512,0.0,0.08810000000000001,-0.0016,0.74%,7.54,45950.0,1.31,0.00%,45060.0,2026-08-14 22:04:43
AASPS,64410000.0,11420000.0,9270000.0,0.1885,0.028300000000000002,0.6177,-0.021099999999999997,1.85%,8.51,20110.0,5.64,-1.74%,24476.0,2026-08-14 22:04:43
BBOLD,64379999.99999999,22480000.0,17440000.0,0.2334,0.0584,0.4932,0.1268,1.28%,0.18,1270000.0,2.83,1.98%,108950.0,2026-08-14 22:04:43
FFSI,64250000.0,12740000.0,8119999.999999999,0.36310000000000003,0.0,0.2018,-0.056900000000000006,0.96%,3.86,20180.0,5.04,0.80%,22911.0,2026-08-14 22:04:43
IINVE,64110000.0,24060000.0,20390000.0,0.1507,0.0,0.6186,0.3882,1.75%,1.61,222140.0,2.65,0.00%,323476.0,2026-08-14 22:04:43
CCBAT,64090000.0,88650000.0,73280000.0,0.17329999999999998,0.0,0.020099999999999996,-0.039900000000000005,0.43%,1.62,194450.0,0.72,-2.19%,177253.0,2026-08-14 22:04:43
CCNVS,63940000.0,23420000.0,21100000.0,0.09910000000000001,0.1263,0.1577,-0.0021,2.09%,1.56,283150.0,2.69,-6.27%,388845.0,2026-08-14 22:04:43
HHRTX,63930000.0,189460000.0,175400000.0,0.0761,0.0,0.7434000000000001,-0.07490000000000001,24.65%,12.58,3440000.0,0.34,0.69%,1758710.0,2026-08-14 22:04:43
UUAVS,63870000.0,57350000.0,50670000.0,0.1353,0.0,0.0824,0.0032,5.09%,1.21,2130000.0,1.09,1.87%,4358296.0,2026-08-14 22:04:43
TTLPH,63850000.0,51910000.0,38570000.0,0.2569,0.0336,0.34509999999999996,-0.0139,1.83%,2.29,308200.0,1.23,1.65%,341723.0,2026-08-14 22:04:43
BBOF,63720000.0,15320000.0,12880000.0,0.1594,-0.4046,0.1936,0.0529,0.46%,0.78,75350.0,4.16,-6.52%,29312.0,2026-08-14 22:04:43
GGENK,63620000.0,5330000.0,4820000.0,0.10189999999999999,0.0,0.10880000000000001,-0.0166,8.37%,2.32,174140.0,1.93,-1.03%,125807.0,2026-08-14 22:04:43
KKVAC,63380000.0,5510000.0,1090000.0,0.802,0.0,0.2122,,0.25%,0.18,14920.0,11.51,0.00%,0.0,2026-08-14 22:04:43
LLFS,63310000.0,26160000.0,,,,0.0031,0.12029999999999999,-,0.49,2310000.0,2.42,12.04%,30838878.0,2026-08-14 22:04:43
GGDHG,63150000.0,47130000.0,46880000.0,0.0052,0.0,0.0005,0.10869999999999999,0.03%,0.04,384130.0,1.34,-2.90%,4894.0,2026-08-14 22:04:43
RRNXT,63080000.0,45120000.0,43480000.0,0.0349,0.016200000000000003,0.2034,0.0258,0.65%,0.95,298110.0,1.4,11.11%,1001724.0,2026-08-14 22:04:43
KKNDI,63010000.0,100420000.0,85620000.0,0.14730000000000001,0.0,0.0069,-0.08220000000000001,1.63%,1.48,942960.0,0.63,-2.11%,31932.0,2026-08-14 22:04:43
RROLR,62980000.0,11000000.0,4930000.0,0.5533,0.0004,0.0363,0.2759,3.54%,0.47,372900.0,5.71,-1.04%,66907.0,2026-08-14 22:04:43
VVHC,62790000.0,4190000.0000000005,3520000.0,0.1588,0.0,0.13449999999999998,-0.0129,4.29%,6.91,21890.0,15.0,-3.16%,18856.0,2026-08-14 22:04:43
AAVD,62540000.0,28940000.0,28340000.0,0.0393,0.0643,0.5006,-0.0862,0.61%,0.51,337800.0,2.12,-0.47%,335278.0,2026-08-14 22:04:43
XXTIA,62330000.0,38470000.0,38440000.0,0.0011,0.0,0.1646,0.0575,12.44%,3.57,1340000.0,1.62,3.18%,589475.0,2026-08-14 22:04:43
CCRT,62220000.0,6000000.0,6000000.0,0.0001,,0.2216,0.083,0.36%,1.08,20020.0,10.37,2.98%,30772.0,2026-08-14 22:04:43
EELBM,62210000.0,106800000.0,104580000.0,0.0079,0.0,0.27190000000000003,0.0072,1.30%,2.35,577540.0,0.59,0.20%,258780.0,2026-08-14 22:04:43
SSGA,62110000.0,6360000.0,4740000.0,0.2555,-0.0034999999999999996,0.5357999999999999,-0.0016,0.37%,1.12,15900.0,9.76,0.51%,54060.0,2026-08-14 22:04:43
YYTRA,62080000.0,63990000.0,44930000.0,0.3176,0.0,0.3843,-0.0001,0.08%,0.43,87800.0,0.94,5.92%,46571.0,2026-08-14 22:04:43
LLGCL,62040000.0,2790000.0,1600000.0,0.9626,-0.0,0.0011,0.0206,14.65%,0.06,3930000.0,1.45,-9.37%,1509345.0,2026-08-14 22:04:43
CCTM,61780000.0,94700000.0,83370000.0,0.1204,-0.0055000000000000005,0.1258,-0.16670000000000001,7.15%,1.39,4280000.0,0.65,-0.94%,661793.0,2026-08-14 22:04:43
CCOCH,61760000.0,77190000.0,45930000.0,0.405,1.8869999999999998,0.2281,0.5495,2.13%,2.51,388920.0,0.8,7.20%,329469.0,2026-08-14 22:04:43
KKG,61730000.0,7820000.0,4560000.0,0.4168,0.0,0.2359,0.0999,1.18%,3.31,16230.0,7.89,2.07%,6991.0,2026-08-14 22:04:43
EENGS,61570000.0,14250000.0,3750000.0,0.8262,0.0,0.020499999999999997,0.0378,8.79%,0.38,876300.0,2.85,-4.68%,839859.0,2026-08-14 22:04:43
WWFCF,61500000.0,4980000.0,2360000.0,0.5263,0.0,0.2568,0.0113,0.48%,0.88,13000.0,12.35,-1.20%,1338.0,2026-08-14 22:04:43
VVGAS,61300000.0,22050000.0,3370000.0,0.847,0.0,0.018500000000000003,-0.0034999999999999996,1.68%,0.31,183940.0,1.39,8.59%,25850.0,2026-08-14 22:04:43
DDXR,61260000.0,5060000.0,2980000.0,0.4894,0.0007000000000000001,0.0696,0.1007,0.01%,0.15,2250.0,10.49,0.87%,186.0,2026-08-14 22:04:43
LLGO,61200000.0,97740000.0,49760000.0,0.4053,0.0,0.20670000000000002,0.0369,6.80%,2.21,1530000.0,0.73,-3.05%,373168.0,2026-08-14 22:04:43
SSELF,61100000.0,11420000.0,10340000.0,0.09449999999999999,0.027999999999999997,0.2837,0.015700000000000002,0.19%,1.03,19450.0,5.35,3.68%,48494.0,2026-08-14 22:04:43
LLIDR,60900000.0,46490000.0,44450000.0,0.0438,0.0,0.26280000000000003,0.0377,4.50%,1.75,1140000.0,1.31,2.34%,648802.0,2026-08-14 22:04:43
CCCIF,60630000.0,21200000.0,16219999.999999998,0.0051,0.2002,0.40340000000000004,,2.59%,3.71,113180.0,2.86,0.00%,136365.0,2026-08-14 22:04:43
SSUIG,60490000.0,76800000.0,61170000.0,0.184,0.0,0.2141,-0.031,1.08%,2.02,326920.0,0.81,-3.93%,230972.0,2026-08-14 22:04:43
BBGSF,60410000.0,10680000.0,9790000.0,0.08310000000000001,0.0,0.3378,0.0077,0.39%,3.99,9460.0,5.66,1.98%,4540.0,2026-08-14 22:04:43
WWFF,60370000.0,41920000.0,13290000.0,0.6829000000000001,0.0,0.0003,0.0028000000000000004,0.20%,0.04,693340.0,1.44,-11.66%,655034.0,2026-08-14 22:04:43
XXLO,60290000.0,6580000.0,3050000.0,0.5364,0.0014000000000000002,0.1993,-0.0393,13.96%,9.12,46720.0,9.17,1.78%,8113.0,2026-08-14 22:04:43
VVHUB,60290000.0,90390000.0,29070000.0,0.6812999999999999,0.0,0.10369999999999999,0.0388,0.79%,1.3,177630.0,0.66,-4.20%,76163.0,2026-08-14 22:04:43
IINMB,60230000.0,27650000.0,24620000.0,0.1128,0.0,0.1575,0.0123,8.95%,2.81,783260.0,2.17,4.33%,461822.0,2026-08-14 22:04:43
CCIRC,60090000.0,55710000.0,30580000.0,0.66,-0.0052,0.0334,0.155,6.42%,0.16,12200000.0,0.67,-1.76%,313353.0,2026-08-14 22:04:43
TTPCS,60050000.0,10100000.0,8990000.0,0.1032,0.0,0.2311,-0.025,0.19%,0.4,41980.0,5.99,23.76%,522018.0,2026-08-14 22:04:43
VVTIX,59930000.0,28560000.0,21120000.0,0.3763,-0.073,0.0802,0.7264,8.16%,2.56,672020.0,1.77,4.12%,264465.0,2026-08-14 22:04:43
VVRXA,59140000.0,31620000.0,7610000.0,0.7593000000000001,0.0,0.3148,,5.25%,0.88,453910.0,1.87,-1.06%,187972.0,2026-08-14 22:04:43
MMXE,58960000.0,4400000.0,4400000.0,,,0.5286,,0.07%,0.86,3470.0,13.4,0.00%,26.0,2026-08-14 22:04:43
UUPXI,58830000.0,66900000.00000001,56660000.0,0.2801,0.0,0.21050000000000002,-0.001,27.38%,8.28,1870000.0,0.75,0.21%,2070095.0,2026-08-14 22:04:43
QQXL,58810000.0,18830000.0,6310000.0,0.5268,-0.0043,0.0103,0.1378,1.67%,0.89,118680.0,4.41,-7.55%,88321.0,2026-08-14 22:04:43
CCAPN,58780000.0,5290000.0,2790000.0,0.4727,0.0,0.5388000000000001,,0.05%,0.42,3290.0,11.14,-0.36%,19.0,2026-08-14 22:04:43
IINCR,58640000.0,45570000.0,36030000.0,0.3917,0.0,0.029500000000000002,-0.009899999999999999,0.03%,0.23,46480.0,0.99,6.89%,6190.0,2026-08-14 22:04:43
BBRID,58270000.0,9080000.0,1860000.0,0.7953,0.0002,0.0545,-0.0019,0.42%,1.5,5160.0,6.42,4.22%,2339.0,2026-08-14 22:04:43
AAIIO,58230000.0,12650000.0,12490000.0,0.7694,0.0,0.0060999999999999995,0.0718,16.54%,0.3,6970000.0,2.97,1.71%,450398.0,2026-08-14 22:04:43
PPVL,58080000.0,33000000.0,23870000.0,0.2766,0.0,0.1275,-0.0054,0.12%,0.48,59540.0,1.76,0.00%,21757.0,2026-08-14 22:04:43
SSTKS,57990000.0,31680000.0,22470000.0,0.2909,0.0,0.3887,0.0104,5.24%,51.68,22800.0,1.83,1.67%,3721.0,2026-08-14 22:04:43
EELTK,57960000.0,6720000.0,2760000.0,0.5893999999999999,0.0,0.0885,-0.0049,0.09%,0.26,9280.0,8.62,1.45%,531.0,2026-08-14 22:04:43
JJFIN,57750000.0,25330000.0,25300000.0,,,0.026099999999999998,-0.2644,0.61%,1.91,80710.0,2.28,-0.87%,9930.0,2026-08-14 22:04:43
SSCLX,57400000.0,8490000.0,7500000.0,0.1167,0.0,0.1025,-0.0425,2.34%,1.19,147260.0,6.76,0.30%,27961.0,2026-08-14 22:04:43
GGPMT,57350000.0,48200000.0,44550000.0,0.0757,-0.0102,0.40240000000000004,-0.049100000000000005,0.43%,1.09,176630.0,1.19,-2.46%,243696.0,2026-08-14 22:04:43
BBSEM,57240000.0,17820000.0,12990000.0,0.2717,0.0,,,3.02%,5.65,69270.0,3.21,3.55%,104004.0,2026-08-14 22:04:43
LLVO,57190000.0,13630000.0,9740000.0,0.29350000000000004,0.0,0.12689999999999999,-0.16920000000000002,1.26%,1.68,73030.0,4.15,-3.71%,31348.0,2026-08-14 22:04:43
AAIFC,57010000.0,139840000.0,136960000.0,0.020499999999999997,0.0,0.3942,-0.0344,7.84%,9.14,1180000.0,0.41,-3.21%,720280.0,2026-08-14 22:04:43
IIDN,56800000.0,20250000.0,19320000.0,0.046,-0.0466,0.5018,-0.0966,6.86%,3.51,377460.0,2.81,-25.20%,2579346.0,2026-08-14 22:04:43
VVRM,56800000.0,5230000.0,5090000.0,0.028300000000000002,0.11720000000000001,0.929,0.004,0.70%,1.37,25920.0,10.85,5.24%,11236.0,2026-08-14 22:04:43
SSTEM,56790000.0,9610000.0,8550000.0,0.046,-0.0382,0.2212,0.0023,13.15%,7.95,141450.0,6.34,1.60%,168533.0,2026-08-14 22:04:43
NNCEW,56650000.0,3200000.0,640000.0,0.7988,0.0,0.0001,-0.8909,2.43%,3.25,4780.0,17.31,3.22%,211.0,2026-08-14 22:04:43
UUYSC,56510000.0,5220000.0,3290000.0,0.37079999999999996,0.0,0.7667,,0.65%,19.37,1100.0,10.85,0.56%,1351.0,2026-08-14 22:04:43
FFSHP,56380000.0,5030000.0,3060000.0,0.3906,0.0,0.3104,,0.02%,0.02,22140.0,11.22,-0.22%,7.0,2026-08-14 22:04:43
IINKT,56150000.0,5100000.0,1940000.0,0.6109,-0.0011,0.038,-0.0484,4.85%,3.73,25250.0,11.27,2.45%,6786.0,2026-08-14 22:04:43
CCVV,56130000.0,6950000.0,5350000.0,0.22920000000000001,0.0,0.2109,0.0602,2.50%,1.02,131290.0,8.07,7.52%,282182.0,2026-08-14 22:04:43
IIMMP,56000000.0,147370000.0,146130000.0,0.0084,0.0,0.0169,-0.5849,0.82%,2.29,522350.0,0.38,-5.82%,64201.0,2026-08-14 22:04:43
GGLND,55970000.0,43730000.0,27320000.0,0.3753,0.0104,0.1308,0.325,8.35%,1.85,1230000.0,1.28,2.40%,2893314.0,2026-08-14 22:04:43
OOPTT,55920000.0,270140000.0,260680000.0,0.035,0.0,0.1007,0.031400000000000004,9.32%,4.68,5190000.0,0.21,0.98%,1953927.0,2026-08-14 22:04:43
RRSF,55830000.0,4040000.0,3620000.0,0.055999999999999994,0.0,0.2759,,0.23%,0.83,10310.0,14.54,-0.45%,6586.0,2026-08-14 22:04:43
BBTCS,55750000.0,49780000.0,39040000.0,0.2157,-0.06,0.1475,-0.0219,5.70%,2.74,812520.0,1.12,4.67%,1265981.0,2026-08-14 22:04:43
NNAAS,55740000.0,16640000.0,16480000.0,0.0095,0.0,0.0017000000000000001,0.0548,0.29%,2.4,19910.0,3.35,-2.62%,24384.0,2026-08-14 22:04:43
LLITB,55630000.0,18090000.0,17180000.0,0.0501,4.6944,0.009399999999999999,0.0398,0.02%,0.45,8640.0,3.08,2.50%,10012.0,2026-08-14 22:04:43
AAPT,55420000.0,10120000.0,8610000.0,0.1568,-0.0256,0.3009,0.0111,0.75%,1.03,62860.0,5.43,-0.55%,35548.0,2026-08-14 22:04:43
EELWT,54960000.0,6620000.0,2160000.0,0.6740999999999999,0.0,0.1039,-0.1524,1.22%,0.84,31210.0,8.3,2.50%,14397.0,2026-08-14 22:04:43
AATYR,54830000.0,98090000.0,95550000.0,0.0259,0.040999999999999995,0.3714,-0.10949999999999999,10.18%,4.33,2240000.0,0.56,1.08%,656624.0,2026-08-14 22:04:43
AAREN,54760000.0,47610000.0,13140000.0,0.7240000000000001,0.0,0.0509,-0.0078000000000000005,3.48%,3.27,139710.0,1.15,-3.36%,41103.0,2026-08-14 22:04:43
JJMM,54690000.0,9460000.0,9460000.0,,,0.7314,,0.07%,0.8,8730.0,5.78,-0.81%,30200.0,2026-08-14 22:04:43
WWKEY,54630000.0,8050000.000000001,,,,0.059000000000000004,0.0046,-,5.68,96980.0,6.63,-2.79%,34267.0,2026-08-14 22:04:43
IIBAC,54540000.0,5010000.0,1150000.0,0.7696,-0.0809,0.0943,,0.04%,0.11,4630.0,10.89,0.83%,4562.0,2026-08-14 22:04:43
PPLCE,54260000.0,22230000.0,7100000.0,0.6808,0.0,0.151,-0.0022,48.91%,7.65,454260.0,2.44,1.67%,221982.0,2026-08-14 22:04:43
MMDAI,54070000.0,32180000.0,27110000.0,0.1577,0.0,0.07719999999999999,-0.1063,8.63%,4.62,506120.0,1.68,-2.89%,210738.0,2026-08-14 22:04:43
EEXOZ,54020000.0,9280000.0,2920000.0,0.6854,-0.0002,0.009899999999999999,0.0027,0.75%,2.38,9210.0,5.82,-3.00%,9086.0,2026-08-14 22:04:43
CCLPR,53970000.0,16160000.0,13500000.0,0.1643,0.061900000000000004,0.2139,-0.1153,0.69%,0.88,105860.0,3.34,1.83%,80996.0,2026-08-14 22:04:43
VVOC,53890000.0,17000000.0,10890000.0,0.3594,0.0,0.0644,0.0404,4.05%,4.45,99220.0,3.17,-3.35%,584287.0,2026-08-14 22:04:43
RRYOJ,53710000.0,11550000.0,2300000.0,0.8005,0.0,0.0004,-0.6256,1.87%,0.04,1180000.0,4.65,0.00%,21704.0,2026-08-14 22:04:43
MMLGO,53610000.0,10940000.0,5810000.0,0.4692,0.0,0.017,0.0768,5.69%,0.77,428420.0,4.31,1.41%,39254.0,2026-08-14 22:04:43
IIZEA,53470000.0,17420000.0,13070000.0,0.24960000000000002,0.0,0.09970000000000001,-0.0483,0.46%,1.13,53380.0,3.07,0.00%,119861.0,2026-08-14 22:04:43
AALPS,53250000.0,166400000.0,48430000.0,0.7090000000000001,0.0,0.003,-0.1326,0.03%,0.14,114420.0,0.32,-2.44%,74679.0,2026-08-14 22:04:43
TTACT,53230000.0,10280000.0,8480000.0,0.17489999999999997,0.058899999999999994,0.6101,-0.0757,0.80%,1.09,62310.0,5.18,1.47%,10342.0,2026-08-14 22:04:43
MMVIS,53170000.0,23790000.0,23440000.0,0.0146,0.0,0.1598,,14.98%,4.74,740090.0,2.23,-40.72%,13573057.0,2026-08-14 22:04:43
CCLNN,52900000.0,11780000.0,10170000.0,0.204,-0.1463,0.21600000000000003,0.053,9.32%,10.01,94660.0,4.14,-1.19%,58953.0,2026-08-14 22:04:43
OOMEX,52870000.0,58690000.0,52510000.0,0.10529999999999999,0.0,0.4617,0.018600000000000002,9.16%,8.26,582370.0,0.9,-1.01%,510268.0,2026-08-14 22:04:43
PPXS,52800000.0,10260000.0,4110000.0000000005,0.5986,0.0,0.023399999999999997,0.09699999999999999,0.55%,0.48,47460.0,5.16,0.49%,26740.0,2026-08-14 22:04:43
CCMTL,52730000.0,29910000.0,29270000.0,0.0231,-0.0003,0.46399999999999997,-0.0085,1.83%,0.85,632330.0,1.76,0.00%,299987.0,2026-08-14 22:04:43
HHAIN,52400000.0,90990000.0,87630000.0,0.028999999999999998,0.0,0.6859999999999999,-0.060899999999999996,6.70%,5.64,1040000.0,0.58,-2.86%,569760.0,2026-08-14 22:04:43
SSDEV,52140000.0,50620000.0,50620000.0,0.0,,0.036699999999999997,1.0306,0.75%,0.49,778180.0,1.03,3.00%,75164.0,2026-08-14 22:04:43
AAEI,52120000.0,38900000.0,3700000.0,0.9048999999999999,0.0043,0.0592,-0.0755,2.80%,6.34,16350.000000000002,1.34,14.53%,19978.0,2026-08-14 22:04:43
LLSF,51830000.0,11110000.0,8390000.0,0.2373,0.042199999999999994,0.1696,0.0259,1.26%,1.78,59470.0,4.71,7.53%,112843.0,2026-08-14 22:04:43
EEDSA,51540000.0,9630000.0,7670000.0,0.20329999999999998,0.0462,0.3875,0.0028000000000000004,2.82%,1.28,169110.0,5.35,-1.47%,45964.0,2026-08-14 22:04:43
SSCYX,51540000.0,9950000.0,9560000.0,0.0391,0.0,0.4622,0.0478,3.56%,2.53,134890.0,5.18,1.17%,101348.0,2026-08-14 22:04:43
AAPLM,51390000.0,2200000.0,1120000.0,0.4879,0.0,0.0001,-0.0223,0.60%,0.27,24820.0,23.4,34.72%,47678.0,2026-08-14 22:04:43
BBODI,51210000.0,4550000.0,3880000.0,0.4678,0.0,0.20559999999999998,0.0048,5.88%,5.09,44830.0,7.03,7.66%,56062.0,2026-08-14 22:04:43
TTHCH,50940000.0,32040000.0,8390000.0,0.738,0.0,0.0144,0.0014000000000000002,0.64%,7.67,6980.0,1.59,-0.62%,365.0,2026-08-14 22:04:43
MMREO,50900000.0,159620000.0,159620000.0,0.0,,0.4742,0.0202,2.14%,0.59,5800000.0,0.32,3.64%,1837889.0,2026-08-14 22:04:43
TTCRX,50890000.0,63500000.0,56100000.0,0.14150000000000001,0.0,0.4557,0.0218,2.78%,2.43,640800.0,0.78,0.88%,277306.0,2026-08-14 22:04:43
FFSP,50780000.0,104010000.0,91670000.0,0.11869999999999999,0.0,0.5581,-0.0526,1.04%,1.52,624180.0,0.49,9.41%,221908.0,2026-08-14 22:04:43
NNEPH,50220000.0,10860000.0,9410000.0,0.13369999999999999,0.0,0.4939,-0.0174,0.40%,2.24,16770.0,4.62,-1.39%,10414.0,2026-08-14 22:04:43
BBKHA,50210000.0,4150000.0000000005,3680000.0,0.11470000000000001,0.0,0.4719,,0.00%,0.02,2430.0,11.99,1.61%,31.0,2026-08-14 22:04:43
RRDI,50170000.0,21040000.0,16590000.0,0.2697,0.0,0.3724,-0.0068000000000000005,0.27%,1.28,34390.0,1.61,10.27%,252326.0,2026-08-14 22:04:43
TTIL,50050000.0,6780000.0,4080000.0,0.3981,0.0,0.2661,-0.047599999999999996,4.64%,10.67,17730.0,7.38,1.51%,13523.0,2026-08-14 22:04:43
