Ticker,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Float,Short Ratio,Avg Volume,Price,Change %,Volume,datetime
HHIG,37390000000.0,271620000.0,269840000.0,0.0038,-0.0542,0.9527,-0.019,1.75%,2.68,1770000.0,138.02,0.15%,895454.0,2026-08-14 22:04:43
MMDB,37030000000.0,80500000.0,77260000.0,0.0395,-0.056900000000000006,0.932,-0.0127,3.36%,1.31,1990000.0,460.33,-2.53%,1575501.0,2026-08-14 22:04:43
HHSY,37010000000.0,146300000.0,144540000.0,0.28059999999999996,-0.0184,0.6620999999999999,-0.011200000000000002,5.75%,4.25,1950000.0,184.22,-1.02%,933194.0,2026-08-14 22:04:43
SSTRC,36920000000.0,,,,,,,-,1.12,3020000.0,94.78,-0.51%,1197285.0,2026-08-14 22:04:43
EEME,36890000000.0,44240000.0,43780000.0,0.0074,-0.13720000000000002,0.9584999999999999,-0.037599999999999995,2.28%,2.28,438160.0,836.29,0.61%,289549.0,2026-08-14 22:04:43
KKVUE,36880000000.0,1920000000.0,1920000000.0,0.0014000000000000002,-0.0154,0.9556,-0.0207,3.30%,3.08,20580000.0,19.2,0.00%,10361969.0,2026-08-14 22:04:43
EESLT,36720000000.0,46850000.0,27540000.0,0.41240000000000004,-0.0036,0.2504,-0.045,0.91%,2.52,99050.0,783.62,0.51%,82871.0,2026-08-14 22:04:43
KKMB,36710000000.0,332560000.0,331850000.0,0.0022,-0.0096,0.953,0.0392,13.24%,10.18,4320000.0,110.39,-0.28%,1739010.0,2026-08-14 22:04:43
MMTB,36690000000.0,144930000.0,143890000.0,0.0036,-0.07400000000000001,0.9359999999999999,-0.0166,3.70%,4.84,1100000.0,254.09,0.33%,580642.0,2026-08-14 22:04:43
SSTLD,36660000000.0,143610000.0,133639999.99999999,0.0676,-0.0032,0.8765999999999999,0.0091,3.04%,3.36,1210000.0,255.77,-1.83%,891192.0,2026-08-14 22:04:43
TTWLO,36580000000.0,153570000.0,152840000.0,0.0048,-0.7618,0.9366,-0.0106,2.82%,1.76,2450000.0,238.2,-4.50%,2795907.0,2026-08-14 22:04:43
VVMC,36540000000.0,129400000.0,129310000.0,0.0021,-0.019299999999999998,0.9673999999999999,-0.019299999999999998,4.74%,5.27,1160000.0,282.0,1.61%,658069.0,2026-08-14 22:04:43
OONC,36230000000.0,104170000.0,103730000.0,0.0052,-0.6367,0.33899999999999997,-0.0079,0.85%,2.59,339990.0,347.48,-2.40%,382855.0,2026-08-14 22:04:43
HHBAN,36190000000.0,2020000000.0,2000000000.0,0.0091,-0.0141,0.8920999999999999,0.2018,2.56%,2.19,23450000.0,17.91,0.79%,16057737.0,2026-08-14 22:04:43
GGFI,36020000000.0,895020000.0,895010000.0,0.0,,0.1834,-0.1409,0.60%,1.44,3750000.0,40.24,1.80%,2008427.0,2026-08-14 22:04:43
WWEC,36010000000.0,325850000.0,325290000.0,0.0017000000000000001,-0.0722,0.8752,0.0084,4.34%,6.22,2270000.0,110.52,0.22%,1797196.0,2026-08-14 22:04:43
AALC,35800000000.0,483400000.0,481280000.0,0.0017000000000000001,0.0,0.5393,-0.0365,2.84%,6.25,2190000.0,74.25,0.99%,1158402.0,2026-08-14 22:04:43
MMSTR,35750000000.0,384230000.0,363740000.0,0.0533,-0.0098,0.5318999999999999,0.0672,8.93%,1.61,20130000.0,93.04,-4.18%,20608629.0,2026-08-14 22:04:43
EEC,35300000000.0,2060000000.0,2060000000.0,0.0,,0.013600000000000001,-0.8528,0.32%,2.32,2850000.0,17.17,-0.23%,1863156.0,2026-08-14 22:04:43
QQSR,35290000000.0,346320000.0,343240000.0,0.24480000000000002,-0.0044,0.7033,-0.0077,5.19%,5.95,3000000.0,77.64,1.37%,2072409.0,2026-08-14 22:04:43
JJD,35250000000.0,1250000000.0,1210000000.0,0.0009,0.0,0.162,-0.051500000000000004,2.19%,3.0,8870000.0,29.06,-0.82%,14492476.0,2026-08-14 22:04:43
SSHG,35220000000.0,467380000.0,467380000.0,0.0,,0.0524,0.0233,0.10%,1.78,263740.0,75.36,0.72%,105523.0,2026-08-14 22:04:43
NNTRS,35020000000.0,182960000.0,179700000.0,0.0178,-0.0102,0.8718,-0.0178,1.89%,3.07,1110000.0,191.41,0.49%,599321.0,2026-08-14 22:04:43
VVG,34980000000.0,529000000.0,502670000.0,0.7977,-0.011000000000000001,0.19579999999999997,-0.006500000000000001,8.69%,2.93,14920000.0,13.99,3.32%,13456358.0,2026-08-14 22:04:43
RRJF,34780000000.0,192120000.0,172290000.0,0.1043,-0.0023,0.7959999999999999,-0.0044,5.20%,6.52,1370000.0,180.81,-0.10%,1007943.0,2026-08-14 22:04:43
SSUNB,34760000000.0,410270000.0,407820000.0,0.0052,-0.0031,0.8665,0.1461,2.79%,3.3,3440000.0,84.8,4.39%,2535653.0,2026-08-14 22:04:43
KKR,34730000000.0,613000000.0,610660000.0,0.0032,-0.0151,0.8772,-0.014199999999999999,4.24%,3.3,7850000.0,56.69,-0.94%,3694325.0,2026-08-14 22:04:43
UUI,34670000000.0,60520000.0,4230000.0,0.9301,-0.0,0.0479,-0.050199999999999995,9.33%,3.54,111640.0,572.8,-1.75%,59554.0,2026-08-14 22:04:43
PPUK,34630000000.0,1270000000.0,1240000000.0,0.0001,0.0,0.0301,-0.8059999999999999,0.05%,0.53,1160000.0,27.88,0.47%,689653.0,2026-08-14 22:04:43
RRDDT,34259999999.999996,145840000.0,141100000.0,0.2666,-0.0097,0.6587999999999999,-0.0403,13.62%,3.75,5130000.0,178.09,12.63%,21471769.0,2026-08-14 22:04:43
EEQT,34040000000.0,625510000.0,618710000.0,0.0109,-0.0246,0.9317,-0.0263,2.94%,2.53,7170000.0,54.42,0.63%,5159410.0,2026-08-14 22:04:43
DDXCM,33869999999.999996,377400000.0,370790000.0,0.0174,-0.016399999999999998,0.9791,-0.0003,4.73%,3.04,5770000.0,89.75,-1.89%,3858906.0,2026-08-14 22:04:43
RRPRX,33700000000.000004,445750000.0,416890000.0,0.0638,-0.0152,0.8443,-0.0029,2.56%,3.01,3550000.0,58.6,0.07%,1596172.0,2026-08-14 22:04:43
AACGL,33680000000.0,340900000.0,331970000.0,0.0271,-0.0033,0.9372,-0.028399999999999998,2.43%,3.75,2150000.0,98.71,0.69%,1000121.0,2026-08-14 22:04:43
CCQP,33420000000.0,484000000.0,243710000.0,0.4965,0.0,0.4672,-0.0002,0.22%,4.1,130880.0,69.05,2.60%,139168.0,2026-08-14 22:04:43
CCNC,33330000000.0,493990000.0,483270000.0,0.0217,-0.0074,0.9781,0.0256,2.81%,2.7,5030000.0,67.47,2.17%,2266656.0,2026-08-14 22:04:43
GGEHC,33280000000.0,451690000.0,450100000.0,0.0034999999999999996,0.0702,0.888,-0.030899999999999997,4.31%,3.83,5060000.0,73.69,-0.14%,1622841.0,2026-08-14 22:04:43
CCHT,33030000000.0,775740000.0,775740000.0,0.0,,0.0268,-0.16879999999999998,0.11%,5.34,158900.0,42.58,0.71%,206271.0,2026-08-14 22:04:43
MMLM,32909999999.999996,60050000.0,59600000.0,0.0077,0.0,0.9872,-0.0202,3.99%,3.97,600380.0,547.93,0.58%,342529.0,2026-08-14 22:04:43
EEXR,32630000000.000004,211270000.0,208920000.0,0.0111,-0.0044,0.9753000000000001,-0.0351,2.23%,3.96,1180000.0,147.9,-1.00%,850964.0,2026-08-14 22:04:43
NNTR,32560000000.000004,478290000.0,476930000.0,0.0006,0.0,0.7667,-0.027999999999999997,0.78%,1.36,2730000.0,68.24,1.14%,1759933.0,2026-08-14 22:04:43
RRMD,32560000000.000004,144240000.0,143710000.0,0.009300000000000001,-0.0315,0.7025,-0.0074,10.91%,10.18,1540000.0,224.46,-1.01%,1193300.0,2026-08-14 22:04:43
KKGC,32400000000.0,1190000000.0,1180000000.0,0.0052,0.0,0.6379,0.005,1.51%,2.13,8350000.0,27.31,1.71%,5172645.0,2026-08-14 22:04:43
IIR,32340000000.000004,387990000.0,387180000.0,0.0021,-0.2884,1.0442,0.006500000000000001,3.82%,3.49,4240000.0,83.34,-1.12%,2164852.0,2026-08-14 22:04:43
CCCI,32330000000.0,426000000.0,425020000.0,0.001,-0.0192,0.998,-0.011000000000000001,2.89%,2.84,4320000.0,75.98,0.33%,2239602.0,2026-08-14 22:04:43
OON,32180000000.0,389290000.0,387060000.0,0.0058,-0.0603,1.0464,-0.04190000000000001,7.99%,2.59,11940000.0,82.66,1.35%,4472705.0,2026-08-14 22:04:43
TTDY,31510000000.0,46360000.0,45950000.0,0.0087,-0.0169,0.9856999999999999,0.0068000000000000005,2.72%,3.39,369340.0,679.67,0.89%,189277.0,2026-08-14 22:04:43
CCFG,31470000000.0,422680000.0,417310000.0,0.0092,-0.037000000000000005,0.9869,-0.0233,4.59%,4.32,4430000.0,74.73,0.84%,1919063.0,2026-08-14 22:04:43
CCASY,31320000000.0,36900000.0,36780000.0,0.0062,-0.1346,0.8848,-0.0747,4.59%,3.32,509040.0,846.45,-0.86%,243234.0,2026-08-14 22:04:43
EERIC,31270000000.0,3050000000.0,3040000000.0,0.0,,0.1072,-0.0116,2.30%,5.63,12440000.0,10.27,0.00%,11412749.0,2026-08-14 22:04:43
TTECK,31170000000.0,490600000.0,468110000.0,0.0458,0.0,0.7368000000000001,0.042,3.01%,4.34,3250000.0,63.53,-0.36%,1413455.0,2026-08-14 22:04:43
EEL,31150000000.0,247290000.0,246500000.0,0.3187,0.0,0.6442,-0.006,3.23%,2.54,3140000.0,86.1,-1.40%,1846636.0,2026-08-14 22:04:43
AATI,31110000000.0,136170000.0,134800000.0,0.0101,-0.1433,0.9464,0.0019,2.73%,2.18,1690000.0,228.48,0.55%,1226326.0,2026-08-14 22:04:43
ZZM,31070000000.0,264880000.0,264100000.00000003,0.09939999999999999,-0.01,0.7045999999999999,-0.0202,2.73%,1.78,4059999.9999999995,105.96,-3.53%,2782090.0,2026-08-14 22:04:43
BBIIB,31000000000.0,147700000.0,146430000.0,0.0089,-0.0009,0.9923000000000001,-0.020099999999999996,3.72%,4.42,1230000.0,209.83,-0.39%,554425.0,2026-08-14 22:04:43
CCBOE,30930000000.0,104550000.0,104150000.0,0.0027,-0.0271,0.9342,0.0176,3.10%,2.24,1440000.0,296.14,1.04%,362871.0,2026-08-14 22:04:43
FFTI,30830000000.0,392800000.0,386040000.0,0.015600000000000001,-0.168,1.0636,-0.0139,3.46%,2.84,4690000.0,78.61,2.53%,3748939.0,2026-08-14 22:04:43
WWTW,30800000000.0,93000000.0,92430000.0,0.004699999999999999,0.0085,0.9865,-0.0355,3.83%,5.4,654630.0,331.59,-0.72%,729245.0,2026-08-14 22:04:43
BBAP,30730000000.0,79450000.0,56210000.0,0.2932,-0.0002,0.7539,-0.028300000000000002,1.87%,2.4,439230.0,386.36,2.99%,455399.0,2026-08-14 22:04:43
AALNY,30600000000.0,133729999.99999999,133270000.00000001,0.0040999999999999995,-0.0998,0.9656,-0.0042,3.60%,2.98,1610000.0,228.65,0.67%,1525844.0,2026-08-14 22:04:43
RRYAAY,30540000000.0,519600000.0,519289999.99999994,0.0,,0.6940000000000001,,0.49%,1.81,1400000.0,58.81,-0.61%,539933.0,2026-08-14 22:04:43
ZZTS,30490000000.0,414150000.0,410880000.0,0.005699999999999999,-0.0034999999999999996,1.0082,-0.0256,5.20%,3.02,7070000.0,73.79,-2.70%,4451926.0,2026-08-14 22:04:43
AAEE,30380000000.0,276800000.0,275800000.0,0.0038,-0.0526,0.8656,0.0031,4.93%,7.68,1770000.0,109.74,0.57%,1002917.0,2026-08-14 22:04:43
KKHC,30250000000.0,1190000000.0,1180000000.0,0.004,0.039599999999999996,0.8765999999999999,-0.0102,7.29%,6.01,14320000.0,25.51,0.51%,8494559.0,2026-08-14 22:04:43
TTSEM,29950000000.0,111760000.0,104790000.0,0.0712,-0.03,0.7014,0.0151,2.35%,1.21,2040000.0,265.48,4.95%,1147391.0,2026-08-14 22:04:43
GGFS,29950000000.0,548750000.0,124950000.0,0.7723,-0.0001,0.2732,0.0524,5.14%,1.39,4630000.0,54.58,3.59%,3997102.0,2026-08-14 22:04:43
LLVS,29940000000.0,648000000.0,268530000.0,0.5854,-0.0002,0.4192,-0.02,5.49%,3.11,4740000.0,46.23,1.01%,3172938.0,2026-08-14 22:04:43
QQ,29770000000.0,209330000.0,208790000.0,0.002,0.0002,0.7646999999999999,0.0187,2.34%,2.48,1970000.0,142.3,-0.20%,782886.0,2026-08-14 22:04:43
ZZS,29690000000.0,161710000.0,104840000.0,0.3517,-0.0006,0.5421,-0.0273,7.08%,1.69,4380000.0,183.6,-2.43%,2248593.0,2026-08-14 22:04:43
DDTE,29310000000.0,208090000.0,207160000.0,0.0045000000000000005,-0.0011,0.8148000000000001,0.0183,2.59%,3.8,1410000.0,140.84,0.94%,870498.0,2026-08-14 22:04:43
CCPRT,29260000000.0,925810000.0,842560000.0,0.08990000000000001,-0.0016,0.7988,-0.0662,5.00%,3.48,12100000.0,31.61,7.55%,17352852.0,2026-08-14 22:04:43
TTCOM,29220000000.0,689450000.0,646540000.0,0.004699999999999999,0.0,0.2465,-0.0325,1.77%,3.47,3300000.0,44.98,-0.09%,1196267.0,2026-08-14 22:04:43
LLPLA,29190000000.0,79160000.0,78330000.0,0.0053,-0.023799999999999998,1.0145,-0.025,3.70%,3.03,955030.0,370.67,-1.14%,392457.0,2026-08-14 22:04:43
VVICI,29020000000.0,1100000000.0,1100000000.0,0.004699999999999999,0.0,0.9520000000000001,-0.0091,2.29%,2.58,9760000.0,26.36,0.08%,11459761.0,2026-08-14 22:04:43
CCPNG,28980000000.0,1630000000.0,1230000000.0,0.31329999999999997,0.0129,0.528,-0.055,6.52%,3.58,22510000.0,16.12,-1.04%,12278563.0,2026-08-14 22:04:43
FFTS,28960000000.0,510900000.0,509730000.0,0.0023,0.0005,0.5708,-0.011200000000000002,2.51%,16.83,759140.0,56.68,0.62%,592076.0,2026-08-14 22:04:43
FFISV,28920000000.0,531000000.0,529539999.99999994,0.0042,0.020499999999999997,0.9115000000000001,-0.026099999999999998,3.97%,2.55,8250000.0,54.39,-2.00%,5620254.0,2026-08-14 22:04:43
BBIDU,28840000000.0,278230000.0,278150000.0,0.0003,-0.5949,0.1971,-0.0529,2.97%,3.5,2360000.0,103.67,-0.96%,2744052.0,2026-08-14 22:04:43
IILMN,28820000000.0,151000000.0,150590000.0,0.0027,-0.8109999999999999,1.0644,-0.0097,5.35%,4.12,1960000.0,190.89,-0.91%,993041.0,2026-08-14 22:04:43
TTS,28720000000.0,536000000.0,535150000.0,0.0016,0.0,0.0625,-0.0401,0.78%,3.1,1340000.0,53.58,1.82%,1780204.0,2026-08-14 22:04:43
AATO,28710000000.0,168990000.0,168210000.0,0.0046,0.0004,0.9578,-0.0206,2.02%,2.39,1420000.0,169.92,-0.02%,1285517.0,2026-08-14 22:04:43
NNMR,28700000000.0,2920000000.0,2920000000.0,0.0,,0.0294,-0.0482,0.07%,1.6,1210000.0,9.82,-1.80%,487681.0,2026-08-14 22:04:43
PPBA,28690000000.0,581000000.0,580850000.0,0.0012,0.0,0.5776,-0.0463,2.11%,10.4,1180000.0,49.33,0.86%,1563824.0,2026-08-14 22:04:43
HHAL,28680000000.0,834000000.0,829340000.0,0.0046,-0.1042,0.8501000000000001,0.0016,4.26%,2.97,11890000.0,34.42,4.81%,10181835.0,2026-08-14 22:04:43
WWSM,28450000000.0,117730000.0,115360000.0,0.0202,-0.057300000000000004,0.9837,0.0024,4.87%,4.92,1140000.0,241.58,-0.35%,708410.0,2026-08-14 22:04:43
MMTD,28430000000.0,20040000.0,19890000.0,0.0074,-0.0218,1.062,-0.004699999999999999,3.96%,3.91,201480.0,1419.02,-0.82%,162161.0,2026-08-14 22:04:43
XXYL,27940000000.0,233500000.0,232660000.0,0.0034999999999999996,-0.0037,0.9753000000000001,-0.0278,3.32%,4.0,1930000.0,119.68,-0.53%,1164653.0,2026-08-14 22:04:43
DDOV,27890000000.0,135070000.0,133740000.00000001,0.006999999999999999,-0.0791,0.9296,0.01,2.93%,3.64,1080000.0,207.07,0.20%,709876.0,2026-08-14 22:04:43
NNVT,27740000000.0,161860000.0,160290000.0,0.0097,-0.09369999999999999,0.9416,-0.024399999999999998,1.70%,1.3,2089999.9999999998,171.39,0.81%,1393802.0,2026-08-14 22:04:43
OOTIS,27650000000.0,380700000.0,380260000.0,0.0011,-0.0039000000000000003,0.9327,-0.0208,3.78%,3.9,3680000.0,72.63,-0.55%,2893510.0,2026-08-14 22:04:43
AASTS,27550000000.0,299730000.0,259380000.0,0.1318,-0.0599,0.43700000000000006,-0.0054,21.92%,2.72,20870000.0,70.98,-0.76%,7345228.0,2026-08-14 22:04:43
HHPQ,27540000000.0,914410000.0,912140000.0,0.0026,-0.0436,0.9338,0.0236,8.55%,4.23,18460000.0,30.11,-3.80%,10732168.0,2026-08-14 22:04:43
EEIX,27480000000.0,384790000.0,384130000.0,0.0018,-0.0138,0.9523,-0.011899999999999999,3.84%,5.38,2740000.0,71.41,1.03%,1479895.0,2026-08-14 22:04:43
FFE,27430000000.0,578640000.0,577620000.0,0.0018,-0.0362,0.9648,0.0032,4.32%,5.54,4500000.0,47.41,1.22%,2588833.0,2026-08-14 22:04:43
CCPAY,27420000000.0,65660000.0,63050000.0,0.0397,-0.0377,1.0185,-0.0152,4.10%,4.11,628360.0,417.6,-1.80%,292041.0,2026-08-14 22:04:43
FFOX,27320000000.0,220250000.0,132830000.00000001,0.6835,-0.0046,0.3362,-0.035,8.38%,6.48,1720000.0,61.41,5.70%,1067386.0,2026-08-14 22:04:43
RRBLX,27310000000.0,669910000.0,633510000.0,0.11320000000000001,-0.0049,0.8036,0.0556,3.81%,1.99,12090000.0,38.23,0.74%,9550581.0,2026-08-14 22:04:43
FFOXA,27270000000.0,199340000.0,197180000.0,0.5301,-0.0067,0.569,-0.0391,22.45%,7.24,6110000.0,69.04,5.49%,7498011.0,2026-08-14 22:04:43
EES,27260000000.0,376600000.0,376100000.0,0.0015,-0.06849999999999999,0.8753,-0.004,2.87%,4.19,2580000.0,72.36,0.19%,1721458.0,2026-08-14 22:04:43
DDG,27190000000.0,220590000.0,218870000.0,0.0078000000000000005,0.0,0.9881,0.0066,3.44%,2.45,3070000.0,123.28,0.98%,1553711.0,2026-08-14 22:04:43
RRF,27180000000.0,852720000.0,849380000.0,0.003,-0.0027,0.8818,-0.0381,6.14%,5.07,10290000.0,31.9,0.76%,6198113.0,2026-08-14 22:04:43
PPPL,27100000000.0,752370000.0,750840000.0,0.002,-0.004699999999999999,0.8295,-0.0562,5.20%,4.3,9080000.0,36.02,0.95%,5393018.0,2026-08-14 22:04:43
AAWK,27070000000.0,198730000.0,198250000.0,0.0024,0.0,1.0295999999999998,0.0308,6.09%,5.28,2290000.0,136.2,-0.19%,1728122.0,2026-08-14 22:04:43
IINSM,27020000000.0,218280000.0,215140000.0,0.0148,-0.1654,0.9447,0.038599999999999995,5.28%,3.08,3690000.0,123.74,-2.05%,1956912.0,2026-08-14 22:04:43
HHUBB,27020000000.0,52840000.0,52630000.0,0.0038,-0.0154,1.0026000000000002,0.0084,5.17%,4.33,629470.0,511.39,0.85%,309004.0,2026-08-14 22:04:43
CCRS,26990000000.0,49610000.0,48090000.0,0.0321,-0.0227,0.9832,-0.049,5.07%,3.28,742590.0,544.59,1.68%,391117.0,2026-08-14 22:04:43
CCNP,26900000000.0,658700000.0,656860000.0,0.0028000000000000004,0.0,1.0705,0.0233,7.08%,7.3,6370000.0,40.83,0.86%,2984496.0,2026-08-14 22:04:43
EECHO,26690000000.0,159100000.0,133750000.0,0.5396,-0.0014000000000000002,0.5224,0.0217,20.40%,3.24,8420000.0,91.89,0.23%,2113074.0,2026-08-14 22:04:43
PPHG,26670000000.0,977430000.0,977310000.0,0.0001,0.0,0.053399999999999996,-0.0029,0.29%,2.46,1170000.0,27.29,-0.33%,470928.0,2026-08-14 22:04:43
CCINF,26580000000.0,153400000.0,150390000.0,0.020099999999999996,-0.0025,0.7321,0.0016,2.46%,4.57,809040.0,173.17,0.29%,282116.0,2026-08-14 22:04:43
NNRG,26540000000.0,210310000.0,200480000.0,0.0463,-0.7684000000000001,0.9717,0.151,3.06%,2.19,2810000.0,126.24,5.42%,1448478.0,2026-08-14 22:04:43
CCTSH,26480000000.0,452000000.0,448240000.0,0.0049,-0.0052,1.1164,0.045700000000000005,10.00%,4.0,11210000.0,58.79,-0.84%,10664298.0,2026-08-14 22:04:43
SSYF,26360000000.0,325000000.0,323690000.0,0.0052,-0.24969999999999998,1.0678,-0.029900000000000003,5.85%,5.13,3690000.0,81.0,1.15%,2124902.0,2026-08-14 22:04:43
AAVB,26280000000.0,142800000.0,142170000.0,0.0044,0.0,0.943,-0.026600000000000002,2.64%,3.56,1050000.0,184.06,0.08%,2484363.0,2026-08-14 22:04:43
JJBHT,26270000000.0,93910000.0,73380000.0,0.2186,-0.001,0.7881999999999999,0.0173,3.71%,2.65,1030000.0,279.71,-0.92%,719325.0,2026-08-14 22:04:43
AAFRM,26240000000.0,294230000.0,281280000.0,0.16010000000000002,-0.002,0.7887000000000001,0.0098,5.47%,3.75,4099999.9999999995,78.35,0.04%,1973914.0,2026-08-14 22:04:43
WWRB,26180000000.0,371060000.0,220760000.0,0.4053,0.0147,0.5914,-0.0301,7.07%,7.33,2130000.0,70.51,0.06%,1138109.0,2026-08-14 22:04:43
RROIV,26150000000.0,722670000.0,519900000.0,0.2802,-0.0433,0.7349,0.053,6.78%,5.86,6010000.0,36.2,-0.22%,4525195.0,2026-08-14 22:04:43
SSN,26080000000.0,140920000.0,86150000.0,0.3884,-0.0658,0.6547,0.0542,9.35%,3.88,2080000.0,185.1,-1.85%,1389389.0,2026-08-14 22:04:43
TTPR,26060000000.0,202040000.0,201030000.0,0.005,-0.0993,0.9871,0.0124,8.22%,6.27,2640000.0,128.98,0.46%,5539876.0,2026-08-14 22:04:43
FFWONA,25920000000.0,23990000.0,23750000.0,0.9052,-0.0005,0.0916,,5.24%,7.68,162040.0,95.31,0.64%,149825.0,2026-08-14 22:04:43
DDGX,25870000000.0,110000000.0,109840000.0,0.0048,-0.1253,0.9712000000000001,-0.0105,3.35%,3.95,932390.0,234.4,-0.69%,542064.0,2026-08-14 22:04:43
AAMRZ,25840000000.0,549780000.0,493170000.0,0.1091,0.0025,0.5017,-0.0493,1.63%,2.45,3270000.0,46.69,-0.13%,2339088.0,2026-08-14 22:04:43
CCW,25830000000.0,36930000.0,36770000.0,0.0045000000000000005,-0.08109999999999999,0.8656,0.011399999999999999,1.95%,2.53,283590.0,699.31,1.52%,233840.0,2026-08-14 22:04:43
SSYM,25830000000.0,128930000.0,73040000.0,0.4376,-0.0414,0.4349,-0.008,21.02%,7.17,2140000.0,42.7,2.15%,958896.0,2026-08-14 22:04:43
FFWONK,25810000000.0,224340000.0,221480000.0,0.1162,-0.0039000000000000003,0.9014,,3.70%,4.03,2029999.9999999998,103.9,0.20%,2015567.0,2026-08-14 22:04:43
LLH,25800000000.0,80900000.0,80770000.0,0.004,-0.07919999999999999,1.0054,-0.0172,2.59%,3.16,662150.0,318.13,-1.38%,436506.0,2026-08-14 22:04:43
SSMCI,25770000000.0,646870000.0,563380000.0,0.1291,0.0,0.6607999999999999,0.0787,16.23%,1.6,57290000.0,39.84,1.74%,61839977.0,2026-08-14 22:04:43
SSW,25750000000.0,524520000.0,521470000.0,0.0058,-0.0212,0.9901000000000001,0.0245,4.84%,4.62,5460000.0,49.25,-1.54%,4917836.0,2026-08-14 22:04:43
DDRI,25700000000.0,114080000.0,113720000.0,0.0031,-0.1954,1.0088,-0.0108,5.40%,4.65,1320000.0,225.26,0.79%,678374.0,2026-08-14 22:04:43
VVRSN,25670000000.0,90400000.0,89560000.0,0.008199999999999999,-0.059800000000000006,0.9763,-0.030299999999999997,2.12%,2.25,844350.0,284.24,-1.01%,466743.0,2026-08-14 22:04:43
OOKTA,25620000000.0,167660000.0,165180000.0,0.0496,-0.0263,0.9759,0.0335,4.05%,1.84,3640000.0,147.43,-4.85%,2518316.0,2026-08-14 22:04:43
FFCNCA,25460000000.0,10390000.0,7470000.0,0.3553,-0.0001,0.5869,,6.05%,5.77,78330.0,2291.33,1.02%,37482.0,2026-08-14 22:04:43
PPPG,25370000000.0,222300000.0,222050000.0,0.0011,-0.2504,0.9239,0.013600000000000001,2.77%,3.17,1940000.0,114.11,-0.54%,970259.0,2026-08-14 22:04:43
MMRNA,25280000000.0,399000000.0,365280000.0,0.0851,-0.0245,0.7704000000000001,0.0040999999999999995,13.62%,7.14,6970000.0,63.32,-0.52%,4694137.0,2026-08-14 22:04:43
BBSP,24970000000.0,310240000.0,230410000.0,0.6373,0.0,0.1151,1.6208,6.28%,4.31,3360000.0,39.31,-3.93%,2236008.0,2026-08-14 22:04:43
TTW,24870000000.0,114140000.0,113580000.0,0.46159999999999995,-0.0014000000000000002,0.5573,0.0040999999999999995,3.43%,2.19,1780000.0,106.29,0.72%,836676.0,2026-08-14 22:04:43
KKEY,24870000000.0,1070000000.0000001,1060000000.0,0.004,-0.0165,0.8978,-0.0294,3.11%,2.94,11230000.0,23.31,1.39%,11119686.0,2026-08-14 22:04:43
DDLTR,24870000000.0,193390000.0,191840000.0,0.0017000000000000001,-0.8722,1.0637,-0.0929,5.18%,2.96,3350000.0,129.39,-0.11%,1650610.0,2026-08-14 22:04:43
EEQR,24740000000.0,374890000.0,370880000.0,0.0108,-0.001,0.9771,0.0078000000000000005,2.81%,3.37,3090000.0,65.97,0.00%,7322956.0,2026-08-14 22:04:43
TTPL,24730000000.0,68970000.0,68630000.0,0.0049,-0.0159,0.7415,0.0087,6.27%,10.62,405000.0,358.52,3.31%,326141.0,2026-08-14 22:04:43
EENTG,24720000000.0,152700000.0,152020000.0,0.0051,-0.2565,1.1053,-0.045700000000000005,5.79%,2.74,3210000.0,161.76,-1.25%,1434470.0,2026-08-14 22:04:43
XXPO,24710000000.0,117000000.0,113420000.0,0.0313,-0.002,1.0298,-0.06509999999999999,5.56%,4.6,1370000.0,211.06,-0.00%,879439.0,2026-08-14 22:04:43
GGPN,24620000000.0,265810000.0,220240000.0,0.1677,0.0,0.8637999999999999,-0.0068000000000000005,7.97%,4.72,3720000.0,93.05,-1.88%,2498055.0,2026-08-14 22:04:43
WWST,24590000000.0,70400000.0,69930000.0,0.0064,-0.008199999999999999,1.0123,0.036699999999999997,3.59%,3.3,760470.0,349.42,0.94%,396770.0,2026-08-14 22:04:43
PPFG,24400000000.0,214640000.0,212450000.0,0.0077,-0.0169,0.8065000000000001,0.013000000000000001,3.93%,5.95,1400000.0,113.98,-0.83%,574093.0,2026-08-14 22:04:43
PPHM,24400000000.0,187670000.0,186220000.0,0.0066,-0.0127,0.9658,-0.0034999999999999996,4.93%,5.16,1780000.0,130.18,-0.28%,1017694.0,2026-08-14 22:04:43
IINCY,24360000000.0,200980000.0,200790000.0,0.009399999999999999,-0.0926,1.0293999999999999,0.0159,5.10%,5.51,1860000.0,120.16,-0.30%,786029.0,2026-08-14 22:04:43
FFSLR,24240000000.0,107470000.0,101520000.0,0.0554,-0.0226,0.9526,-0.0629,10.08%,4.12,2480000.0,225.56,0.84%,2243825.0,2026-08-14 22:04:43
EEXPD,24190000000.0,130020000.00000001,129180000.0,0.0063,-0.0074,0.9828,-0.045899999999999996,3.86%,3.94,1260000.0,186.12,-0.50%,733282.0,2026-08-14 22:04:43
MMTSI,24170000000.0,76370000.0,69150000.0,0.09449999999999999,-0.0799,1.0055,0.009399999999999999,3.63%,1.48,1690000.0,316.44,3.05%,797592.0,2026-08-14 22:04:43
