pv,bond_dirty_price,ls,lt,dp,type,du,id,iopv,ig,ed,change_vs_pc_percentage,ej,clo,el,v_,ex,nc,vl,cur,fn,trading_time,bl,sc,bv,dpc,iiv,sip,bond_clean_price,cc,ptd,b,issuer-name,c,sv,h,i,cn,l,m,n,o,p_,cr,p,bond_accrued_interest,change_vs_pc,r,s,cx,v,lf,bond_date,datetime,datetime_sg
0.0,,P,0.0,,listedcertificates,,0,0.0,,,,,,0.0,,,,0.0,,,20260709_091600,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.9,,P,0.89,,stocks,,0,0.0,,,,,,0.0,,,LVR,32.0,SGD,,20260709_091600,100,K,3.1,,,,,,20260708,0.865,17LIVE GROUP,-0.01,8.6,0.9,,,0.885,MAINBOARD,17LIVE GROUP,0.9,X,,-1.111,,,,0.890,0.0,28555.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.001,,P,0.001,,companywarrants,,0,0.0,8.0,,,,,0.0,,,VT2W,0.0,SGD,,20260709_091600,1,,0.0,,,,,,,,17LIVE W281207,0.0,0.5,0.0,,,0.0,MAINBOARD,17LIVE W281207,0.0,X,,0.0,,,,0.001,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.069,,P,0.069,,stocks,,0,0.0,,,,,,0.0,,,AZG,0.0,SGD,,20260709_091600,100,J,0.0,,,,,,20190905,,8Telecom,0.0,0.0,0.0,SUSP,,0.0,MAINBOARD,8Telecom,0.0,X,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.037,,P,0.034,,stocks,,0,0.0,,,,,,0.0,,,1Y1,490.0,SGD,,20260709_091600,100,B,314.5,,,,,,20260708,0.032,9R,-0.003,250.0,0.034,,,0.033,CATALIST,9R,0.033,X,,-8.108,,,,0.033,0.0,16180.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.002,,P,0.002,,companywarrants,,0,0.0,8.0,,,,,0.0,,,KJZW,0.0,SGD,,20260709_091600,100,,0.0,,,,,,,,9RW270628,0.0,0.0,0.0,,,0.0,CATALIST,9RW270628,0.0,X,,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.988,,P,0.99,,etfs,,0,0.0,9.0,,,,,0.0,,,SBO,1459.35,SGD,,20260709_091600,1,,1209.198,,,,,,,0.989,A Lion Short Bond S$,0.002,1122.471,0.99,,,0.988,MAINBOARD,A Lion Short Bond S$,0.989,X,,0.202,,,,0.990,0.99,1444177.344,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.764,,P,0.763,,etfs,,0,0.0,9.0,,,,,0.0,,,SBV,704.7,USD,,20260709_091600,1,,80.0,,,,,,,0.765,A Lion Short Bond US$,-0.001,80.0,0.765,,,0.762,MAINBOARD,A Lion Short Bond US$,0.765,X,,-0.131,,,,0.773,0.766,537372.9,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.548,,P,1.576,,etfs,,0,0.0,9.0,,,,,0.0,,,JJJ,55.823,SGD,,20260709_091600,1,,80.0,,,,,,,1.574,A Lion-Nomura Japan S$,0.028,80.0,1.59,,,1.55,MAINBOARD,A Lion-Nomura Japan S$,1.55,X,,1.809,,,,1.586,1.576,88056.711,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.202,,P,1.202,,etfs,,0,0.0,9.0,,,,,0.0,,,JUS,0.0,USD,,20260709_091600,1,,80.0,,,,,,,1.217,A Lion-Nomura Japan US$,0.0,80.0,0.0,,,0.0,MAINBOARD,A Lion-Nomura Japan US$,0.0,X,,0.0,,,,1.227,1.222,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.09,,P,0.09,,stocks,,0,0.0,,,,,,0.0,,,BQC,0.0,SGD,,20260709_091600,100,C,5.0,,,,,,20260708,0.091,A-Smart,0.0,0.1,0.0,,,0.0,MAINBOARD,A-Smart,0.0,X,,0.0,,,,0.100,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.505,,P,0.505,,stocks,,0,0.0,,,,,,0.0,,,BTJ,0.0,SGD,,20260709_091600,100,G,0.1,,,,,,20260707,0.500,A-Sonic Aero,0.0,0.9,0.0,,,0.0,MAINBOARD,A-Sonic Aero,0.0,X,,0.0,,,,0.505,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.127,,P,1.125,,etfs,,0,1.161,9.0,,,,,0.0,,,A35,363.864,SGD,,20260709_091600,1,,547.3,,,,,,,1.125,ABF SG BOND ETF,-0.002,2.178,1.128,,,1.125,MAINBOARD,ABF SG BOND ETF,1.128,X,,-0.177,,,,1.127,1.125,409971.837,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.395,,P,0.395,,stocks,,0,0.0,,,,,,0.0,,,533,0.0,SGD,,20260709_091600,100,G,51.5,,,,,,20260703,0.390,ABR,0.0,5.8,0.0,,,0.0,MAINBOARD,ABR,0.0,X,,0.0,,,,0.420,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.025,,P,0.025,,stocks,,0,0.0,,,,,,0.0,,,541,0.0,SGD,,20260709_091600,100,G,66.4,,,,,,20260624,0.020,Abundance Intl,0.0,0.4,0.0,,,0.0,CATALIST,Abundance Intl,0.0,X,,0.0,,,,0.025,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.192,,P,0.192,,stocks,,0,0.0,,,,,,0.0,,,570,0.0,SGD,,20260709_091600,100,C,0.9,,,,,,20260625,0.135,Abundante,0.0,0.8,0.0,,,0.0,MAINBOARD,Abundante,0.0,X,,0.0,,,,0.188,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.064,,P,0.063,,stocks,,0,0.0,,,,,,0.0,,,QZG,1644.8,SGD,,20260709_091600,100,G,257.2,,,,,,20260708,0.063,Accrelist Ltd,-0.001,210.0,0.064,,,0.063,CATALIST,Accrelist Ltd,0.064,X,,-1.562,,,,0.066,0.0,105124.4,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.023,,P,0.023,,stocks,,0,0.0,,,,,,0.0,,,5FW,0.0,SGD,,20260709_091600,100,F,201.0,,,,,,20260707,0.022,Acesian Partners,0.0,10.0,0.0,,,0.0,CATALIST,Acesian Partners,0.0,X,,0.0,,,,0.026,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.137,,P,0.137,,stocks,,0,0.0,,,,,,0.0,,,AYV,0.0,SGD,,20260709_091600,100,C,0.8,,,,,,20260707,0.136,Acma,0.0,0.8,0.0,,,0.0,MAINBOARD,Acma,0.0,X,,0.0,,,,0.188,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.21,,P,0.215,,businesstrusts,,0,0.0,,,,,,0.0,,,XZL,322.6,USD,,20260709_091600,100,L,27.8,,,,,,,0.210,Acro HTrust USD,0.005,124.7,0.215,,,0.21,MAINBOARD,Acro HTrust USD,0.21,X,,2.381,,,,0.215,0.0,68025.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.017,,P,0.017,,stocks,,0,0.0,,,,,,0.0,,,43F,6.2,SGD,,20260709_091600,100,Q,2979.0,,,,,,20260708,0.015,AcroMeta,0.0,608.2,0.017,,,0.016,CATALIST,AcroMeta,0.017,X,,0.0,,,,0.017,0.0,105.3,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.001,,P,0.001,,stocks,,0,0.0,,,,,,0.0,,,VDCR,0.0,SGD,,20260709_091600,100,Q,0.0,,,,,,20260706,,AcroMeta Grp R,0.0,0.0,0.0,BI,,0.0,CATALIST,AcroMeta Grp R,0.0,X,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.001,,P,0.001,,others,,0,0.0,6.0,,,,,0.0,,,VDCR,0.0,SGD,,20260708_230043,100,Q,0.0,,,,,,,,AcroMeta Grp R,0.0,0.0,0.0,BI,,0.0,CATALIST,AcroMeta Grp R,0.0,X,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.0,,P,0.0,,stocks,,0,0.0,,,,,,0.0,,,LQPR,0.0,SGD,,20260709_091600,1,Q,0.0,,,,,,,,AcroMeta Grp R1,0.0,0.0,0.0,BI,,0.0,CATALIST,AcroMeta Grp R1,0.0,X,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.0,,P,0.0,,others,,0,0.0,6.0,,,,,0.0,,,LQPR,0.0,SGD,,20260708_230043,1,Q,0.0,,,,,,,,AcroMeta Grp R1,0.0,0.0,0.0,BI,,0.0,CATALIST,AcroMeta Grp R1,0.0,X,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.132,,P,0.133,,stocks,,0,0.0,,,,,,0.0,,,A31,29957.8,SGD,,20260709_091600,100,J,1753.5,,,,,,20260708,0.133,Addvalue Tech,0.001,15.2,0.136,,,0.133,MAINBOARD,Addvalue Tech,0.133,X,,0.758,,,,0.134,0.0,4029266.9,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.136,,P,0.136,,stocks,,0,0.0,,,,,,0.0,,,BLZ,0.0,SGD,,20260709_091600,100,K,74.2,,,,,,20260706,0.136,Advanced,0.0,103.2,0.0,,,0.0,CATALIST,Advanced,0.0,X,,0.0,,,,0.161,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.001,,P,0.001,,companywarrants,,0,0.0,8.0,,,,,0.0,,,9NHW,0.0,SGD,,20260709_091600,100,,0.0,,,,,,,,AdvancedSys W261224,0.0,1455.2,0.0,,,0.0,CATALIST,AdvancedSys W261224,0.0,X,,0.0,,,,0.001,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.004,,P,0.004,,stocks,,0,0.0,,,,,,0.0,,,WJ9,0.0,SGD,,20260709_091600,100,C,59825.1,,,,,,20260702,0.003,AdvancedSystems,0.0,7884.3,0.0,,,0.0,CATALIST,AdvancedSystems,0.0,X,,0.0,,,,0.004,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.096,,P,0.096,,stocks,,0,0.0,,,,,,0.0,,,43Q,0.0,SGD,,20260709_091600,100,N,40.0,,,,,,20260706,0.095,Advancer Global,0.0,50.0,0.0,,,0.0,CATALIST,Advancer Global,0.0,X,,0.0,,,,0.150,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.004,,P,0.004,,stocks,,0,0.0,,,,,,0.0,,,5EF,0.0,SGD,,20260709_091600,100,N,21605.0,,,,,,20260708,0.002,Adventus,0.0,10100.0,0.0,,,0.0,CATALIST,Adventus,0.0,X,,0.0,,,,0.004,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.28,,P,0.28,,stocks,,0,0.0,,,,,,0.0,,,XVG,0.0,SGD,,20260709_091600,100,K,5.0,,,,,,20260622,0.250,Aedge Group,0.0,5.0,0.0,,,0.0,CATALIST,Aedge Group,0.0,X,,0.0,,,,0.330,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
9.3,,P,9.56,,stocks,,0,0.0,,,,,,0.0,,,AWX,3820.8,SGD,,20260709_091600,100,C,9.1,,,,,,20260708,9.560,AEM SGD,0.26,2.0,9.76,,,9.4,MAINBOARD,AEM SGD,9.5,,,2.796,,,,9.570,0.0,36811470.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
4.1,,P,4.1,,stocks,,0,0.0,,,,,,0.0,,,XWA,0.0,USD,,20260709_091600,100,C,15.0,,,,,,20260514,6.050,AEM USD,0.0,0.0,0.0,,,0.0,MAINBOARD,AEM USD,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.26,,P,0.26,0.0,dlcertificates,0.0,0,0.0,25.0,2027-07-30,,,,0.0,,,IHEW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,AIA 5xLongUB270730,0.0,0.0,0.0,,,0.0,MAINBOARD,AIA 5xLongUB270730,0.0,X,,0.0,,,,,0.251,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.071,,P,0.142,0.0,dlcertificates,0.0,0,0.0,26.0,2027-07-30,,,,0.0,,,EMMW,500.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,AIA 5xShortUB270730,0.012,0.0,0.142,,,0.14,MAINBOARD,AIA 5xShortUB270730,0.14,X,,9.231,,,,,0.13,70500.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.64,,P,1.63,,reits,,0,0.0,,,,,,0.0,,,O5RU,782.3,SGD,,20260709_091600,100,L,358.8,,,,,,,1.630,AIMS APAC Reit,-0.01,402.5,1.64,,,1.62,MAINBOARD,AIMS APAC Reit,1.63,X,,-0.61,,,,1.640,0.0,1275827.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.48,,P,2.48,,adrs,,0,0.0,13.0,,,,,0.0,,,TATD,0.0,SGD,,20260709_090000,100,H,0.1,,,,,,,2.420,Airports TH TH SDR1to1,0.0,3.0,0.0,,,0.0,GLOBAL_QUOTE,Airports TH TH SDR1to1,0.0,X,,0.0,,,,2.500,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.45,,P,1.47,,adrs,,0,0.0,13.0,,,,,0.0,,,TADD,51.2,SGD,,20260709_085930,100,J,0.9,,,,,,,1.450,AIS TH SDR 10to1,0.02,0.0,1.47,,,1.45,GLOBAL_QUOTE,AIS TH SDR 10to1,1.45,X,,1.379,,,,,0.0,74615.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.004,,P,0.005,,stocks,,0,0.0,,,,,,0.0,,,584,100.3,SGD,,20260709_091600,100,M,44013.5,,,,,,20260708,0.003,AJJ Medtech,0.001,14168.7,0.005,,,0.004,CATALIST,AJJ Medtech,0.004,,,25.0,,,,0.005,0.0,401.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.685,,P,1.765,0.0,dlcertificates,0.0,0,0.0,25.0,2027-11-25,,,,0.0,,,RUMW,15.3,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Alibaba 3xLongSG271125,0.068,0.0,1.78,,,1.765,MAINBOARD,Alibaba 3xLongSG271125,1.78,X,,4.007,,,,,1.697,27012.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.675,,P,0.975,0.0,dlcertificates,0.0,0,0.0,26.0,2027-11-25,,,,0.0,,,XOZW,138.9,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Alibaba 3xShortSG271125,-0.004,0.0,0.98,,,0.96,MAINBOARD,Alibaba 3xShortSG271125,0.96,X,,-0.409,,,,,0.979,135049.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.069,,P,0.07,0.0,dlcertificates,0.0,0,0.0,25.0,2027-07-12,,,,0.0,,,ZVNW,4196.1,SGD,,20260709_091600,100,,10.0,0.0,,@,,,,0.068,Alibaba 5xLongSG270712,0.002,1.6,0.084,,,0.068,MAINBOARD,Alibaba 5xLongSG270712,0.072,X,,2.941,,0.069,,0.070,0.068,312549.7,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.01,,P,0.01,0.0,dlcertificates,0.0,0,0.0,25.0,2027-09-30,,,,0.0,,,KMMW,1805.2,SGD,,20260709_091600,100,,30.0,0.0,,@,,,,0.009,Alibaba 5xLongSG270930,0.0,100.0,0.012,,,0.01,MAINBOARD,Alibaba 5xLongSG270930,0.011,X,,0.0,,0.009,,0.010,0.01,19631.1,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.245,,P,0.245,0.0,dlcertificates,0.0,0,0.0,25.0,2028-03-16,,,,0.0,,,IWWW,974.6,SGD,,20260709_091600,100,,1.0,0.0,,@,,,,0.245,Alibaba 5xLongSG280316,0.006,2.0,0.295,,,0.24,MAINBOARD,Alibaba 5xLongSG280316,0.29,X,,2.51,,0.285,,0.325,0.239,261706.5,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.03,,P,1.03,0.0,dlcertificates,0.0,0,0.0,25.0,2028-06-22,,,,0.0,,,JLZW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Alibaba 5xLongSG280622,0.0,0.0,0.0,,,0.0,MAINBOARD,Alibaba 5xLongSG280622,0.0,X,,0.0,,,,,1.128,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.073,,P,0.076,0.0,dlcertificates,0.0,0,0.0,25.0,2027-06-30,,,,0.0,,,GKAW,2098.6,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Alibaba 5xLongUB270630,0.004,0.0,0.09,,,0.076,MAINBOARD,Alibaba 5xLongUB270630,0.077,X,,5.556,,,,,0.072,169762.6,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.006,,P,0.003,0.0,dlcertificates,0.0,0,0.0,26.0,2027-03-09,,,,0.0,,,Z7MW,10.2,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Alibaba 5xShortSG270309,0.001,5.0,0.004,,,0.003,MAINBOARD,Alibaba 5xShortSG270309,0.004,X,,50.0,,,,0.004,0.002,34.3,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.139,,P,0.145,0.0,dlcertificates,0.0,0,0.0,26.0,2027-09-07,,,,0.0,,,RHDW,1921.9,SGD,,20260709_091600,100,,0.5,0.0,,@,,,,0.138,Alibaba 5xShortSG270907,0.003,0.1,0.147,,,0.114,MAINBOARD,Alibaba 5xShortSG270907,0.133,X,,2.113,,0.144,,0.149,0.142,260321.9,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.6,,P,1.6,0.0,dlcertificates,0.0,0,0.0,26.0,2028-01-20,,,,0.0,,,ZPGW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Alibaba 5xShortSG280120,0.0,0.0,0.0,,,0.0,MAINBOARD,Alibaba 5xShortSG280120,0.0,X,,0.0,,,,,1.599,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.005,,P,0.005,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-30,,,,0.0,,,QHWW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Alibaba 5xShortUB261030,0.0,0.0,0.0,,,0.0,MAINBOARD,Alibaba 5xShortUB261030,0.0,X,,0.0,,,,,0.002,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.46,,P,1.11,0.0,dlcertificates,0.0,0,0.0,26.0,2027-08-31,,,,0.0,,,PZLW,65.8,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Alibaba 5xShortUB270831,-0.145,0.0,1.2,,,1.11,MAINBOARD,Alibaba 5xShortUB270831,1.2,X,,-11.554,,,,,1.255,75916.5,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.48,,P,3.54,,adrs,,0,0.0,13.0,,,,,0.0,,,HBBD,457.0,SGD,,20260709_091332,100,G,3.0,,,,,,,3.550,Alibaba HK SDR 5to1,0.06,5.9,3.71,,,3.53,GLOBAL_QUOTE,Alibaba HK SDR 5to1,3.58,X,,1.724,,,,3.570,0.0,1656316.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.008,,P,0.008,,structuredwarrants,,0,0.0,16.0,2026-08-04,,,,208.0,,,V8ZW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,Alibaba MB eCW260804,0.0,0.0,0.0,,,0.0,MAINBOARD,Alibaba MB eCW260804,0.0,X,40:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.006,,P,0.006,,structuredwarrants,,0,0.0,16.0,2026-10-05,,,,155.0,,,NNTW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,Alibaba MB eCW261005,0.0,0.0,0.0,,,0.0,MAINBOARD,Alibaba MB eCW261005,0.0,X,40:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.024,,P,0.037,,structuredwarrants,,0,0.0,16.0,2026-11-03,,,,128.0,,,ETKW,1000.8,SGD,,20260709_091600,100,,0.0,,,@,,,,,Alibaba MB eCW261103,0.013,0.0,0.037,,,0.036,MAINBOARD,Alibaba MB eCW261103,0.036,X,40:1,54.167,,,,,0.0,36378.9,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.072,,P,0.072,,structuredwarrants,,0,0.0,16.0,2027-01-05,,,,115.0,,,XWHW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,Alibaba MB eCW270105,0.0,0.0,0.0,,,0.0,MAINBOARD,Alibaba MB eCW270105,0.0,X,20:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.058,,P,0.062,,structuredwarrants,,0,0.0,17.0,2026-10-05,,,,115.0,,,JCJW,3080.0,SGD,,20260709_091600,100,,40.0,,,@,,,,0.052,Alibaba MB ePW261005,0.004,0.0,0.063,,,0.054,MAINBOARD,Alibaba MB ePW261005,0.056,X,40:1,6.897,,,,,0.0,171360.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.078,,P,0.078,,stocks,,0,0.0,,,,,,0.0,,,40F,0.0,SGD,,20260709_091600,100,B,0.0,,,,,,20190808,,Alita Resources,0.0,0.0,0.0,SUSP,,0.0,CATALIST,Alita Resources,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.158,,P,0.158,,stocks,,0,0.0,,,,,,0.0,,,MIJ,0.0,SGD,,20260709_091600,100,Q,40.6,,,,,,20260703,0.158,Alliance HC,0.0,0.1,0.0,,,0.0,CATALIST,Alliance HC,0.0,,,0.0,,,,0.163,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.49,,P,0.49,,reits,,0,0.0,,,,,,0.0,,,M1GU,146.3,SGD,,20260709_091600,100,L,611.1,,,,,,,0.485,Alpha Integrated REIT,0.0,84.5,0.49,,,0.485,MAINBOARD,Alpha Integrated REIT,0.49,X,,0.0,,,,0.490,0.0,71110.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
20.1,,P,20.1,0.0,dlcertificates,0.0,0,0.0,25.0,2026-10-06,,,,0.0,,,USJW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,ALPHAB 3xLongSG261006,0.0,0.0,0.0,,,0.0,MAINBOARD,ALPHAB 3xLongSG261006,0.0,X,,0.0,,,,,17.183,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
19.32,,P,19.32,0.0,dlcertificates,0.0,0,0.0,25.0,2026-12-04,,,,0.0,,,USYW,0.0,USD,,20260709_091600,100,,0.0,0.0,,@,,,,,ALPHAB 3xLongSG261204US$,0.0,0.0,0.0,,,0.0,MAINBOARD,ALPHAB 3xLongSG261204US$,0.0,X,,0.0,,,,,18.801,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
4.63,,P,4.94,0.0,dlcertificates,0.0,0,0.0,25.0,2028-06-16,,,,0.0,,,ZYGW,0.3,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,ALPHAB 3xLongSG280616,-0.109,0.0,4.94,,,4.94,MAINBOARD,ALPHAB 3xLongSG280616,4.94,X,,-2.159,,,,,5.049,1482.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.081,,P,0.081,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-06,,,,0.0,,,USPW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,ALPHAB 3xShortSG261006,0.0,0.0,0.0,,,0.0,MAINBOARD,ALPHAB 3xShortSG261006,0.0,X,,0.0,,,,,0.09,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.2,,P,0.2,0.0,dlcertificates,0.0,0,0.0,26.0,2026-12-04,,,,0.0,,,USZW,0.0,USD,,20260709_091600,100,,0.0,0.0,,@,,,,,ALPHAB3xShortSG261204US$,0.0,0.0,0.0,,,0.0,MAINBOARD,ALPHAB3xShortSG261204US$,0.0,X,,0.0,,,,,0.155,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.112,,P,0.112,,stocks,,0,0.0,,,,,,0.0,,,VVL,0.0,SGD,,20260709_091600,100,J,0.0,,,,,,20220304,,AlphaDX,0.0,0.0,0.0,SUSP,,0.0,CATALIST,AlphaDX,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.018,,P,0.018,,stocks,,0,0.0,,,,,,0.0,,,40V,0.0,SGD,,20260709_091600,100,K,96.5,,,,,,20260708,0.015,Alset,0.0,38.5,0.0,,,0.0,CATALIST,Alset,0.0,,,0.0,,,,0.018,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.099,,P,0.099,,stocks,,0,0.0,,,,,,0.0,,,S9B,0.0,SGD,,20260709_091600,100,L,29.0,,,,,,20260707,0.099,Amcorp Global,0.0,5.0,0.0,,,0.0,MAINBOARD,Amcorp Global,0.0,,,0.0,,,,0.103,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
14.44,,P,15.79,0.0,dlcertificates,0.0,0,0.0,25.0,2028-04-20,,,,0.0,,,Z4WW,4.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,AMD 3xLongSG280420,0.942,0.0,15.79,,,15.79,MAINBOARD,AMD 3xLongSG280420,15.79,X,,6.344,,,,,14.848,63160.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.035,,P,0.036,0.0,dlcertificates,0.0,0,0.0,26.0,2028-04-20,,,,0.0,,,KGZW,100.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,AMD 3xShortSG280420,0.001,0.0,0.036,,,0.036,MAINBOARD,AMD 3xShortSG280420,0.036,,,2.857,,,,,0.035,3600.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.0,,P,0.0,0.0,dlcertificates,0.0,0,0.0,26.0,2028-06-22,,,,0.0,,,9PKW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,AMD 3xShortSG280622,0.0,0.0,0.0,,,0.0,MAINBOARD,AMD 3xShortSG280622,0.0,,,0.0,,,,,4.0,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.068,,P,0.068,,stocks,,0,0.0,,,,,,0.0,,,49B,0.0,SGD,,20260709_091600,100,M,0.0,,,,,,20241209,,AMOS Group,0.0,0.0,0.0,SUSP,,0.0,MAINBOARD,AMOS Group,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.697,,P,1.731,,etfs,,0,0.0,9.0,,,,,0.0,,,A93,108.483,SGD,,20260709_091600,1,,152.0,,,,,,,1.732,Amova Asia exJC S$,0.034,152.0,1.76,,,1.73,MAINBOARD,Amova Asia exJC S$,1.753,X,,2.004,,,,1.760,1.739,189837.988,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
