pv,bond_dirty_price,ls,lt,dp,type,du,id,iopv,ig,ed,change_vs_pc_percentage,ej,clo,el,v_,ex,nc,vl,cur,fn,trading_time,bl,sc,bv,dpc,iiv,sip,bond_clean_price,cc,ptd,b,issuer-name,c,sv,h,i,cn,l,m,n,o,p_,cr,p,bond_accrued_interest,change_vs_pc,r,s,cx,v,lf,bond_date,datetime,datetime_sg
0.004,,P,0.004,,stocks,,0,0.0,,,,,,0.0,,,5DX,0.0,SGD,,20260709_091600,100,C,4910.0,,,,,,20260708,0.003,Meta Health,0.0,4121.8,0.0,,,0.0,CATALIST,Meta Health,0.0,,,0.0,,,,0.004,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.71,,P,0.705,,stocks,,0,0.0,,,,,,0.0,,,9MT,93.3,SGD,,20260709_091600,100,C,0.1,,,,,,20260708,0.705,METAOPTICS LTD,-0.005,3.1,0.725,,,0.685,CATALIST,METAOPTICS LTD,0.715,,,-0.704,,,,0.710,0.0,64904.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.041,,P,0.042,,stocks,,0,0.0,,,,,,0.0,,,V3M,10.5,SGD,,20260709_091600,100,N,2.0,,,,,,20260708,0.035,Metech Intl,0.001,29.9,0.042,,,0.038,CATALIST,Metech Intl,0.038,,,2.439,,,,0.044,0.0,416.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.039,,P,0.039,,stocks,,0,0.0,,,,,,0.0,,,L02,11.0,SGD,,20260709_091600,100,N,10.0,,,,,,20260707,0.037,Metis Energy,0.0,218.2,0.039,,,0.037,MAINBOARD,Metis Energy,0.037,,,0.0,,,,0.039,0.0,409.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.47,,P,0.465,,stocks,,0,0.0,,,,,,0.0,,,M01,63.6,SGD,,20260709_091600,100,N,18.6,,,,,,20260707,0.465,Metro,-0.005,0.6,0.47,,,0.465,MAINBOARD,Metro,0.47,,,-1.064,,,CD,0.470,0.0,29884.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.295,,P,0.295,,stocks,,0,0.0,,,,,,0.0,,,MV4,0.0,SGD,,20260709_091600,100,C,10.0,,,,,,20260706,0.280,Mewah Intl,0.0,19.8,0.0,,,0.0,MAINBOARD,Mewah Intl,0.0,,,0.0,,,,0.295,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.028,,P,0.028,,stocks,,0,0.0,,,,,,0.0,,,M11,0.0,SGD,,20260709_091600,100,C,70.0,,,,,,20260702,0.024,MFG Integration,0.0,2.0,0.0,,,0.0,MAINBOARD,MFG Integration,0.0,,,0.0,,,,0.026,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.72,,P,2.79,,stocks,,0,0.0,,,,,,0.0,,,5DD,89.1,SGD,,20260709_091600,100,C,1.0,,,,,,20260708,2.790,Micro-Mechanics,0.07,4.1,2.81,,,2.74,MAINBOARD,Micro-Mechanics,2.74,,,2.574,,,,2.800,0.0,248021.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.0,,P,0.0,0.0,dlcertificates,0.0,0,0.0,25.0,2028-06-22,,,,0.0,,,VV9W,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Micron 3xLongSG280622,0.0,0.0,0.0,,,0.0,MAINBOARD,Micron 3xLongSG280622,0.0,,,0.0,,,,,5.0,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
13.1,,P,17.65,0.0,dlcertificates,0.0,0,0.0,25.0,2028-09-13,,,,0.0,,,44BW,12.8,SGD,,20260709_091600,100,,0.4,0.0,,@,,,,17.120,Micron 3xLongSG280913,2.388,0.0,18.06,,,15.39,MAINBOARD,Micron 3xLongSG280913,16.28,,,15.647,,,,,15.262,215257.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
5.9,,P,5.9,0.0,dlcertificates,0.0,0,0.0,26.0,2028-06-22,,,,0.0,,,1J9W,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Micron 3xShortSG280622,0.0,0.0,0.0,,,0.0,MAINBOARD,Micron 3xShortSG280622,0.0,,,0.0,,,,,5.0,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.06,,P,0.049,0.0,dlcertificates,0.0,0,0.0,26.0,2028-09-13,,,,0.0,,,RLGW,13.8,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Micron 3xShortSG280913,-0.005,0.0,0.054,,,0.049,MAINBOARD,Micron 3xShortSG280913,0.054,,,-9.259,,,,,0.054,695.2,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.12,,P,0.12,,stocks,,0,0.0,,,,,,0.0,,,CNE,0.0,SGD,,20260709_091600,100,M,7.0,,,,,,20260708,0.115,MindChamps,0.0,0.3,0.0,,,0.0,MAINBOARD,MindChamps,0.0,,,0.0,,,,0.124,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.006,,P,0.006,,stocks,,0,0.0,,,,,,0.0,,,M03,90.0,SGD,,20260709_091600,100,C,7694.8,,,,,,20260706,0.006,Miyoshi,0.0,11502.1,0.006,,,0.006,CATALIST,Miyoshi,0.006,,,0.0,,,,0.007,0.0,540.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.003,,P,0.003,,stocks,,0,0.0,,,,,,0.0,,,1B0,0.0,SGD,,20260709_091600,100,J,0.0,,,,,,20251110,,MM2 Asia,0.0,0.0,0.0,SUSP,,0.0,MAINBOARD,MM2 Asia,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.76,,P,0.74,,stocks,,0,0.0,,,,,,0.0,,,5WJ,298.8,SGD,,20260709_091600,100,K,20.0,,,,,,20260708,0.735,MoneyMax Fin,-0.02,32.8,0.76,,,0.73,MAINBOARD,MoneyMax Fin,0.76,,,-2.632,,,,0.740,0.0,220648.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.139,,P,0.139,,stocks,,0,0.0,,,,,,0.0,,,1V3,108.1,SGD,,20260709_091600,100,M,0.1,,,,,,20260708,0.138,Mooreast,0.0,40.9,0.139,,,0.138,CATALIST,Mooreast,0.139,,,0.0,,,,0.139,0.0,14925.9,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.59,,P,0.6,,stocks,,0,0.0,,,,,,0.0,,,NPW,41.5,SGD,,20260709_091600,100,C,3.9,,,,,,20260708,0.595,MSC,0.01,2.4,0.6,,,0.6,MAINBOARD,MSC,0.6,,,1.695,,,,0.600,0.0,24900.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.51,,P,1.51,0.0,dlcertificates,0.0,0,0.0,25.0,2026-10-06,,,,0.0,,,USGW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,MSFT 3xLongSG261006,0.0,0.0,0.0,,,0.0,MAINBOARD,MSFT 3xLongSG261006,0.0,,,0.0,,,,,1.511,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.595,,P,1.595,0.0,dlcertificates,0.0,0,0.0,25.0,2026-12-04,,,,0.0,,,USWW,0.0,USD,,20260709_091600,100,,0.0,0.0,,@,,,,,MSFT 3xLongSG261204US$,0.0,0.0,0.0,,,0.0,MAINBOARD,MSFT 3xLongSG261204US$,0.0,,,0.0,,,,,1.578,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.31,,P,1.31,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-06,,,,0.0,,,USHW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,MSFT 3xShortSG261006,0.0,0.0,0.0,,,0.0,MAINBOARD,MSFT 3xShortSG261006,0.0,,,0.0,,,,,1.681,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.88,,P,2.88,0.0,dlcertificates,0.0,0,0.0,26.0,2026-12-04,,,,0.0,,,USXW,0.0,USD,,20260709_091600,100,,0.0,0.0,,@,,,,,MSFT 3xShortSG261204US$,0.0,0.0,0.0,,,0.0,MAINBOARD,MSFT 3xShortSG261204US$,0.0,,,0.0,,,,,2.928,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.2,,P,0.2,,stocks,,0,0.0,,,,,,0.0,,,51O,0.0,SGD,,20260709_091600,100,C,24.7,,,,,,20260617,0.181,MSMIntl,0.0,2.5,0.0,,,0.0,CATALIST,MSMIntl,0.0,,,0.0,,,,0.210,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.22,,P,0.22,,stocks,,0,0.0,,,,,,0.0,,,M05,82.6,SGD,,20260709_091600,100,K,47.6,,,,,,20260706,0.220,MTQ,0.0,90.0,0.22,,,0.215,MAINBOARD,MTQ,0.215,,,0.0,,,,0.225,0.0,18107.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.66,,P,3.66,,stocks,,0,0.0,,,,,,0.0,,,AWZ,0.0,SGD,,20260709_091600,100,J,0.2,,,,,,20260708,3.660,Multi-Chem,0.0,0.5,0.0,,,0.0,MAINBOARD,Multi-Chem,0.0,,,0.0,,,,3.720,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.027,,P,0.027,,stocks,,0,0.0,,,,,,0.0,,,MF6,0.0,SGD,,20260709_091600,100,C,265.6,,,,,,20260706,0.025,Mun Siong Engg,0.0,83.4,0.0,,,0.0,MAINBOARD,Mun Siong Engg,0.0,,,0.0,,,,0.030,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.058,,P,0.064,,stocks,,0,0.0,,,,,,0.0,,,F86,0.1,SGD,,20260709_091600,100,K,50.0,,,,,,20260708,0.057,MYP,0.006,2.9,0.064,,,0.064,MAINBOARD,MYP,0.064,,,10.345,,,,0.064,0.0,6.4,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
99.241,99.241,P,99.241,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,IRRS,0.0,SGD,,20260708_230043,10,,0.36,,,,99.003,,,99.284,N521100V 261101,0.0,0.0,0.0,,,0.0,GLOBAL_QUOTE,N521100V 261101,0.0,X,,0.0,0.238,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
100.6,100.6,P,100.6,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,EJUS,0.0,SGD,,20260708_230043,10,,0.5,,,,99.577,,,99.600,N522100N 270901,0.0,0.0,0.0,,,0.0,GLOBAL_QUOTE,N522100N 270901,0.0,X,,0.0,1.023,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
100.0,100.0,P,100.0,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,SHVS,0.0,SGD,,20260708_230043,10,,0.6,,,,98.737,,,100.000,N523100W 280801,0.0,0.0,0.0,,,0.0,GLOBAL_QUOTE,N523100W 280801,0.0,X,,0.0,1.263,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
103.0,103.0,P,103.0,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,FYFS,0.0,SGD,,20260708_230043,10,,0.6,,,,102.18,,,100.000,N524100X 290401,0.0,0.0,0.0,,,0.0,GLOBAL_QUOTE,N524100X 290401,0.0,X,,0.0,0.82,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
91.0,91.0,P,91.0,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,GEXS,0.0,SGD,,20260708_230043,10,,0.5,,,,90.317,,,92.000,N525100T 300401,0.0,0.0,0.0,,,0.0,GLOBAL_QUOTE,N525100T 300401,0.0,X,,0.0,0.683,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
108.5,108.5,P,108.5,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,PH1S,0.0,SGD,,20260709_032927,10,,0.6,,,,107.726,,,100.000,NA12100N 420401,0.0,0.01,0.0,,,0.0,GLOBAL_QUOTE,NA12100N 420401,0.0,X,,0.0,0.774,,,107.500,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
97.1,97.1,P,97.1,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,BJGS,0.0,SGD,,20260708_230043,10,,0.6,,,,96.121,,,98.100,NA16100H 460301,0.0,0.0,0.0,,,0.0,GLOBAL_QUOTE,NA16100H 460301,0.0,X,,0.0,0.979,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
83.0,83.0,P,83.0,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,ZL8S,0.0,SGD,,20260708_230043,10,,0.6,,,,82.333,,,84.000,NA20100F 500301,0.0,0.0,0.0,,,0.0,GLOBAL_QUOTE,NA20100F 500301,0.0,X,,0.0,0.667,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
88.0,88.0,P,88.0,,sgsbonds,,0,0.0,2.0,,,,,0.0,,,ZFGS,0.0,SGD,,20260708_230043,10,,0.6,,,,87.488,,,89.000,NA21200W 511001,0.0,0.0,0.0,,,0.0,GLOBAL_QUOTE,NA21200W 511001,0.0,X,,0.0,0.512,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
122.001,122.001,P,122.001,,retailbonds,,0,0.0,2.0,,,,,0.0,,,9W8B,0.0,SGD,,20260708_230043,10,,1.0,,,,121.628,,,110.000,NA24300E 540601,0.0,0.0,0.0,,,0.0,MAINBOARD,NA24300E 540601,0.0,X,,0.0,0.373,,,,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.66,,P,0.66,,stocks,,0,0.0,,,,,,0.0,,,G0I,7.4,SGD,,20260709_091600,100,C,15.4,,,,,,20260708,0.650,Nam Lee Metal,0.0,0.5,0.66,,,0.66,MAINBOARD,Nam Lee Metal,0.66,,,0.0,,,,0.665,0.0,4884.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.07,,P,1.09,,stocks,,0,0.0,,,,,,0.0,,,1MZ,1542.4,SGD,,20260709_091600,100,C,83.1,,,,,,20260708,1.090,NamCheong,0.02,70.5,1.12,,,1.07,MAINBOARD,NamCheong,1.07,,,1.869,,,,1.100,0.0,1685507.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.16,,P,1.2,,stocks,,0,0.0,,,,,,0.0,,,MZH,3120.7,SGD,,20260709_091600,100,C,32.7,,,,,,20260708,1.190,Nanofilm,0.04,435.7,1.2,,,1.17,MAINBOARD,Nanofilm,1.18,,,3.448,,,,1.200,0.0,3694059.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.022,,P,0.022,,stocks,,0,0.0,,,,,,0.0,,,M15,0.0,SGD,,20260709_091600,100,G,0.0,,,,,,20250715,,Nanyang NewDev,0.0,0.0,0.0,SUSP,,0.0,CATALIST,Nanyang NewDev,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.021,,P,0.021,,structuredwarrants,,0,0.0,17.0,2026-09-18,,,,21500.0,,,WIBW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,NASDAQ 21500MBePW260918,0.0,0.0,0.0,,,0.0,MAINBOARD,NASDAQ 21500MBePW260918,0.0,,20000:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.3,,P,0.3,,structuredwarrants,,0,0.0,16.0,2026-09-18,,,,26000.0,,,Y3KW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,NASDAQ 26000MBeCW260918,0.0,0.0,0.0,,,0.0,MAINBOARD,NASDAQ 26000MBeCW260918,0.0,,20000:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.0,,P,0.0,,structuredwarrants,,0,0.0,17.0,2026-09-18,,,,26000.0,,,YVJW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,NASDAQ 26000MBePW260918,0.0,0.0,0.0,,,0.0,MAINBOARD,NASDAQ 26000MBePW260918,0.0,,20000:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.0,,P,0.0,,structuredwarrants,,0,0.0,16.0,2026-09-18,,,,31000.0,,,EFKW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,NASDAQ 31000MBeCW260918,0.0,0.0,0.0,,,0.0,MAINBOARD,NASDAQ 31000MBeCW260918,0.0,,20000:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
5.46,,P,5.46,0.0,dlcertificates,0.0,0,0.0,25.0,2028-03-09,,,,0.0,,,UTNW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 3xLongSG280309,0.0,0.0,0.0,,,0.0,MAINBOARD,Nasdaq 3xLongSG280309,0.0,,,0.0,,,,,7.871,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.815,,P,1.815,0.0,dlcertificates,0.0,0,0.0,26.0,2028-03-09,,,,0.0,,,LKVW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 3xShortSG280309,0.0,0.0,0.0,,,0.0,MAINBOARD,Nasdaq 3xShortSG280309,0.0,,,0.0,,,,,1.939,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.53,,P,2.7,0.0,dlcertificates,0.0,0,0.0,25.0,2028-03-30,,,,0.0,,,RWJW,18.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 5xLongSG280330,0.178,0.0,2.7,,,2.7,MAINBOARD,Nasdaq 5xLongSG280330,2.7,,,7.058,,,,,2.522,48600.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
7.15,,P,7.15,0.0,dlcertificates,0.0,0,0.0,25.0,2027-11-22,,,,0.0,,,PPKW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 5xLongUB271122,0.0,0.0,0.0,,,0.0,MAINBOARD,Nasdaq 5xLongUB271122,0.0,,,0.0,,,,,4.984,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.725,,P,0.7,0.0,dlcertificates,0.0,0,0.0,26.0,2028-04-06,,,,0.0,,,KAGW,7.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 5xShortSG280406,-0.003,0.1,0.7,,,0.7,MAINBOARD,Nasdaq 5xShortSG280406,0.7,,,-0.427,,,,0.715,0.703,4900.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.33,,P,0.33,0.0,dlcertificates,0.0,0,0.0,26.0,2027-09-20,,,,0.0,,,YUYW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 5xShortUB270920,0.0,0.0,0.0,,,0.0,MAINBOARD,Nasdaq 5xShortUB270920,0.0,,,0.0,,,,,0.343,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.86,,P,1.86,0.0,dlcertificates,0.0,0,0.0,26.0,2028-09-18,,,,0.0,,,GJIW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 5xShortUB280918,0.0,0.0,0.0,,,0.0,MAINBOARD,Nasdaq 5xShortUB280918,0.0,,,0.0,,,,,2.051,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.56,,P,2.94,0.0,dlcertificates,0.0,0,0.0,25.0,2028-03-30,,,,0.0,,,MFVW,5.2,SGD,,20260709_091600,100,,0.1,0.0,,@,,,,2.450,Nasdaq 7xLongSG280330,0.24,0.5,2.97,,,2.78,MAINBOARD,Nasdaq 7xLongSG280330,2.82,,,8.889,,2.92,,3.390,2.7,15009.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.66,,P,3.66,0.0,dlcertificates,0.0,0,0.0,25.0,2027-11-22,,,,0.0,,,EDEW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 7xLongUB271122,0.0,0.0,0.0,,,0.0,MAINBOARD,Nasdaq 7xLongUB271122,0.0,,,0.0,,,,,3.197,0.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.001,,P,0.001,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-29,,,,0.0,,,CXXW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 7xShortSG261029,0.0,15.0,0.0,,,0.0,MAINBOARD,Nasdaq 7xShortSG261029,0.0,,,0.0,,,,0.004,0.001,0.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.069,,P,0.062,0.0,dlcertificates,0.0,0,0.0,26.0,2027-05-19,,,,0.0,,,FFIW,1008.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 7xShortSG270519,-0.004,500.0,0.064,,,0.062,MAINBOARD,Nasdaq 7xShortSG270519,0.064,,,-6.061,,,,0.064,0.066,63196.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.42,,P,0.36,0.0,dlcertificates,0.0,0,0.0,26.0,2028-06-16,,,,0.0,,,W5BW,40.0,SGD,,20260709_091600,100,,13.0,0.0,,@,,,,0.355,Nasdaq 7xShortSG280616,-0.013,0.1,0.36,,,0.355,MAINBOARD,Nasdaq 7xShortSG280616,0.355,,,-3.485,,0.365,,0.375,0.373,14225.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.128,,P,0.126,0.0,dlcertificates,0.0,0,0.0,26.0,2027-09-20,,,,0.0,,,EAQW,198.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 7xShortUB270920,-0.008,0.0,0.132,,,0.126,MAINBOARD,Nasdaq 7xShortUB270920,0.132,,,-5.97,,,,,0.134,26088.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.34,,P,0.335,0.0,dlcertificates,0.0,0,0.0,26.0,2028-03-20,,,,0.0,,,FNBW,1.8,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Nasdaq 7xShortUB280320,-0.009,0.0,0.335,,,0.335,MAINBOARD,Nasdaq 7xShortUB280320,0.335,,,-2.616,,,,,0.344,603.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.078,,P,0.078,,stocks,,0,0.0,,,,,,0.0,,,5IF,0.0,SGD,,20260709_091600,100,D,50.0,,,,,,20260611,0.049,Natural Cool,0.0,223.4,0.0,,,0.0,CATALIST,Natural Cool,0.0,,,0.0,,,,0.078,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
119.091,119.091,P,119.091,,retailbonds,,0,0.0,2.0,,,,,0.0,,,MOFB,0.0,SGD,,20260709_054625,10,,1.0,,,,117.864,,,113.500,NC22300W 720801,0.0,0.99,0.0,,,0.0,MAINBOARD,NC22300W 720801,0.0,X,,0.0,1.227,,,119.091,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.172,,P,0.172,,stocks,,0,0.0,,,,,,0.0,,,N01,0.0,SGD,,20260709_091600,100,J,1.2,,,,,,20260706,0.160,NeraTel,0.0,96.7,0.0,,,0.0,MAINBOARD,NeraTel,0.0,,,0.0,,,,0.171,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.013,,P,0.013,,stocks,,0,0.0,,,,,,0.0,,,5QY,0.0,SGD,,20260709_091600,100,K,463.0,,,,,,20260708,0.013,Net Pac Hldgs,0.0,452.8,0.0,,,0.0,CATALIST,Net Pac Hldgs,0.0,,,0.0,,,,0.018,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.425,,P,0.41,0.0,dlcertificates,0.0,0,0.0,25.0,2027-11-16,,,,0.0,,,MUSW,233.3,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,NetEase 5xLongSG271116,0.001,0.0,0.42,,,0.405,MAINBOARD,NetEase 5xLongSG271116,0.42,,,0.244,,,,,0.409,97291.5,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.66,,P,1.68,0.0,dlcertificates,0.0,0,0.0,25.0,2028-07-31,,,,0.0,,,TYFW,100.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,NetEase 5xLongUB280731,-0.087,0.0,1.68,,,1.68,MAINBOARD,NetEase 5xLongUB280731,1.68,,,-4.924,,,,,1.767,168000.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.014,,P,0.014,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-27,,,,0.0,,,SJRW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,NetEase 5xShortSG261027,0.0,0.0,0.0,,,0.0,MAINBOARD,NetEase 5xShortSG261027,0.0,,,0.0,,,,,0.008,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.22,,P,0.23,0.0,dlcertificates,0.0,0,0.0,26.0,2027-11-16,,,,0.0,,,ONWW,371.3,SGD,,20260709_091600,100,,0.5,0.0,,@,,,,0.195,NetEase 5xShortSG271116,0.013,0.5,0.235,,,0.215,MAINBOARD,NetEase 5xShortSG271116,0.225,,,5.991,,0.238,,0.280,0.217,83663.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.077,,P,0.077,0.0,dlcertificates,0.0,0,0.0,26.0,2027-07-30,,,,0.0,,,LGTW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,NetEase 5xShortUB270730,0.0,0.0,0.0,,,0.0,MAINBOARD,NetEase 5xShortUB270730,0.0,,,0.0,,,,,0.065,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.96,,P,2.96,0.0,dlcertificates,0.0,0,0.0,25.0,2028-07-25,,,,0.0,,,9E7W,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Netflix 3xLongSG280725,0.0,0.0,0.0,,,0.0,MAINBOARD,Netflix 3xLongSG280725,0.0,,,0.0,,,,,2.842,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.94,,P,2.94,0.0,dlcertificates,0.0,0,0.0,26.0,2028-07-25,,,,0.0,,,WWRW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Netflix 3xShortSG280725,0.0,0.0,0.0,,,0.0,MAINBOARD,Netflix 3xShortSG280725,0.0,,,0.0,,,,,3.898,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.975,,P,0.97,,businesstrusts,,0,0.0,,,,,,0.0,,,CJLU,2347.1,SGD,,20260709_091600,100,J,2105.1,,,,,,,0.970,NetLink NBN Tr,-0.005,2382.4,0.975,,,0.97,MAINBOARD,NetLink NBN Tr,0.975,X,,-0.513,,,,0.975,0.0,2280124.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.195,,P,0.195,,stocks,,0,0.0,,,,,,0.0,,,N08,0.0,SGD,,20260709_091600,100,N,11.8,,,,,,20260708,0.192,New Toyo,0.0,2.0,0.0,,,0.0,MAINBOARD,New Toyo,0.0,,,0.0,,,,0.205,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
